gene,age,caste,Dataset S5: A list of honey bee OGS3.2 genes highlighting taxonomic status and caste expression status.,,,,,
GB50864,Insecta,NA,,,,,,
GB50865,Hymenoptera,NA,,,,,,
GB50866,Insecta,NDEG,,,,,,
GB50867,Insecta,NA,,,,,,
GB50868,Insecta,NA,,,,,,
GB50869,Insecta,NA,,,,,,
GB50870,Insecta,NA,,,,,,
GB50871,Insecta,NA,,,,,,
GB50872,Insecta,NA,,,,,,
GB50873,Insecta,NA,,,,,,
GB50874,Insecta,NA,,,,,,
GB50875,Insecta,NA,,,,,,
GB50876,Insecta,NA,,,,,,
GB50877,Insecta,NA,,,,,,
GB50878,NA,NA,,,,,,
GB50880,Hymenoptera,NA,,,,,,
GB50881,Hymenoptera,NA,,,,,,
GB50882,NA,NA,,,,,,
GB50883,Hymenoptera,NDEG,,,,,,
GB50885,Insecta,NDEG,,,,,,
GB50886,Insecta,NA,,,,,,
GB50887,Hymenoptera,NA,,,,,,
GB50888,NA,NA,,,,,,
GB50889,Insecta,NA,,,,,,
GB50890,Insecta,NA,,,,,,
GB50891,Insecta,NDEG,,,,,,
GB50892,Insecta,NA,,,,,,
GB50893,Insecta,NA,,,,,,
GB50897,Insecta,NDEG,,,,,,
GB50898,Insecta,NA,,,,,,
GB50899,NA,NA,,,,,,
GB50900,Insecta,Q,,,,,,
GB50901,Hymenoptera,NA,,,,,,
GB50902,Insecta,NDEG,,,,,,
GB50903,Insecta,NA,,,,,,
GB50904,Hymenoptera,NA,,,,,,
GB50905,Apoidea,NA,,,,,,
GB50906,Insecta,NA,,,,,,
GB50907,NA,NA,,,,,,
GB50909,Insecta,NDEG,,,,,,
GB50911,Insecta,NA,,,,,,
GB50912,NA,NA,,,,,,
GB50914,NA,NA,,,,,,
GB50915,NA,NA,,,,,,
GB50916,NA,NA,,,,,,
GB50917,Insecta,NA,,,,,,
GB50918,Insecta,NA,,,,,,
GB50919,Insecta,NA,,,,,,
GB50920,Insecta,NA,,,,,,
GB50921,Insecta,NA,,,,,,
GB50922,Insecta,NA,,,,,,
GB50923,Insecta,NA,,,,,,
GB50924,Insecta,NDEG,,,,,,
GB50925,Insecta,NA,,,,,,
GB50927,Insecta,NA,,,,,,
GB50928,Insecta,NA,,,,,,
GB50929,Insecta,NDEG,,,,,,
GB50930,Hymenoptera,NA,,,,,,
GB50931,Insecta,NA,,,,,,
GB50932,Insecta,NA,,,,,,
GB50933,Insecta,NA,,,,,,
GB50934,Insecta,NA,,,,,,
GB50935,Insecta,NDEG,,,,,,
GB50936,Hymenoptera,NA,,,,,,
GB50937,Hymenoptera,NA,,,,,,
GB50938,Insecta,NA,,,,,,
GB50941,Insecta,NA,,,,,,
GB50942,Insecta,NDEG,,,,,,
GB50943,Insecta,NA,,,,,,
GB50944,Insecta,NDEG,,,,,,
GB50945,Insecta,NA,,,,,,
GB50946,Hymenoptera,NA,,,,,,
GB50947,Insecta,NA,,,,,,
GB50949,Insecta,NA,,,,,,
GB50950,Insecta,NA,,,,,,
GB50951,Insecta,NA,,,,,,
GB50952,Insecta,NDEG,,,,,,
GB50953,Hymenoptera,NA,,,,,,
GB50954,Insecta,NA,,,,,,
GB50955,Insecta,NDEG,,,,,,
GB50957,Insecta,NA,,,,,,
GB50958,Insecta,NDEG,,,,,,
GB50959,Insecta,NA,,,,,,
GB50960,Insecta,NA,,,,,,
GB50961,NA,NA,,,,,,
GB50962,Insecta,NA,,,,,,
GB50963,NA,NA,,,,,,
GB50964,Insecta,NA,,,,,,
GB50965,Insecta,NA,,,,,,
GB50966,Insecta,NA,,,,,,
GB50967,Insecta,NA,,,,,,
GB50968,Insecta,NA,,,,,,
GB50969,Insecta,NA,,,,,,
GB50970,Insecta,Q,,,,,,
GB50971,Insecta,NDEG,,,,,,
GB50972,Insecta,NA,,,,,,
GB50973,Hymenoptera,NDEG,,,,,,
GB50974,Insecta,NA,,,,,,
GB50975,Insecta,NDEG,,,,,,
GB50976,Insecta,NA,,,,,,
GB50977,Insecta,NA,,,,,,
GB50978,Insecta,NA,,,,,,
GB50979,NA,NA,,,,,,
GB50980,Insecta,NDEG,,,,,,
GB50981,Insecta,NA,,,,,,
GB50984,Insecta,NA,,,,,,
GB50985,Insecta,NA,,,,,,
GB50986,Insecta,NA,,,,,,
GB50987,Hymenoptera,NA,,,,,,
GB50988,Apoidea,NA,,,,,,
GB50990,Insecta,NA,,,,,,
GB50993,Insecta,NA,,,,,,
GB50994,Insecta,NA,,,,,,
GB50995,Insecta,NDEG,,,,,,
GB50996,Insecta,NA,,,,,,
GB50997,Insecta,NA,,,,,,
GB50998,Insecta,NA,,,,,,
GB51000,Insecta,NA,,,,,,
GB51001,Hymenoptera,NA,,,,,,
GB51002,Insecta,NA,,,,,,
GB51003,Insecta,NA,,,,,,
GB51004,Insecta,NA,,,,,,
GB51005,Insecta,NA,,,,,,
GB51008,Insecta,NDEG,,,,,,
GB51009,Insecta,W,,,,,,
GB51011,Insecta,NA,,,,,,
GB51012,Hymenoptera,NA,,,,,,
GB51013,Insecta,NA,,,,,,
GB51014,Insecta,NDEG,,,,,,
GB51015,Insecta,NDEG,,,,,,
GB51016,Insecta,NA,,,,,,
GB51019,Insecta,NA,,,,,,
GB51029,Insecta,NA,,,,,,
GB51030,Insecta,NA,,,,,,
GB51031,Insecta,NA,,,,,,
GB51032,Hymenoptera,NA,,,,,,
GB51033,Insecta,NA,,,,,,
GB51034,Insecta,NA,,,,,,
GB51035,Insecta,NA,,,,,,
GB51036,Insecta,NA,,,,,,
GB51037,Insecta,NA,,,,,,
GB51040,Insecta,NA,,,,,,
GB51041,Insecta,NA,,,,,,
GB51042,Insecta,NDEG,,,,,,
GB51043,Insecta,NDEG,,,,,,
GB51044,Insecta,NA,,,,,,
GB51045,Insecta,NA,,,,,,
GB51046,Insecta,NDEG,,,,,,
GB51047,Insecta,NA,,,,,,
GB51048,Insecta,NA,,,,,,
GB51050,Insecta,NA,,,,,,
GB51051,Insecta,NA,,,,,,
GB51052,Insecta,NA,,,,,,
GB51055,Hymenoptera,NA,,,,,,
GB51057,Hymenoptera,NA,,,,,,
GB51058,Apis,NDEG,,,,,,
GB51059,Insecta,NA,,,,,,
GB51060,Insecta,NA,,,,,,
GB51062,Insecta,NA,,,,,,
GB51063,Insecta,NA,,,,,,
GB51064,Insecta,NA,,,,,,
GB51065,Insecta,NA,,,,,,
GB51066,Insecta,NA,,,,,,
GB51067,Insecta,NA,,,,,,
GB51068,Insecta,NDEG,,,,,,
GB51069,Insecta,NA,,,,,,
GB51070,Insecta,NDEG,,,,,,
GB51071,Insecta,NDEG,,,,,,
GB51072,Insecta,NDEG,,,,,,
GB51074,Insecta,NA,,,,,,
GB51075,Insecta,NA,,,,,,
GB51076,Insecta,NA,,,,,,
GB51077,Hymenoptera,NA,,,,,,
GB51078,Insecta,NA,,,,,,
GB51079,Insecta,NA,,,,,,
GB51080,Insecta,NA,,,,,,
GB51081,Insecta,NA,,,,,,
GB51083,NA,NA,,,,,,
GB51084,Insecta,NA,,,,,,
GB51085,Insecta,NA,,,,,,
GB51086,Insecta,NA,,,,,,
GB51087,Insecta,NDEG,,,,,,
GB51088,Insecta,NDEG,,,,,,
GB51089,Insecta,NA,,,,,,
GB51090,Insecta,NA,,,,,,
GB51092,Insecta,NA,,,,,,
GB51093,Insecta,NDEG,,,,,,
GB51094,NA,NA,,,,,,
GB51095,Insecta,NA,,,,,,
GB51096,NA,NA,,,,,,
GB51098,NA,NA,,,,,,
GB51103,Insecta,NA,,,,,,
GB51104,Insecta,NA,,,,,,
GB51105,Insecta,NA,,,,,,
GB51106,Insecta,NA,,,,,,
GB51107,Insecta,NDEG,,,,,,
GB51108,Insecta,NA,,,,,,
GB51109,Insecta,NA,,,,,,
GB51110,Insecta,NA,,,,,,
GB51111,Insecta,NDEG,,,,,,
GB51112,Hymenoptera,NA,,,,,,
GB51113,Insecta,NA,,,,,,
GB51114,Insecta,NDEG,,,,,,
GB51115,Insecta,NA,,,,,,
GB51116,NA,NA,,,,,,
GB51117,Insecta,NA,,,,,,
GB51118,Insecta,NA,,,,,,
GB51119,Insecta,NA,,,,,,
GB51120,Insecta,NA,,,,,,
GB51121,Insecta,NA,,,,,,
GB51122,Insecta,NA,,,,,,
GB51123,Insecta,NDEG,,,,,,
GB51124,Insecta,NA,,,,,,
GB51125,Insecta,Q,,,,,,
GB51126,Hymenoptera,NA,,,,,,
GB51127,Hymenoptera,NA,,,,,,
GB51128,NA,NA,,,,,,
GB51129,Insecta,NA,,,,,,
GB51130,Insecta,NA,,,,,,
GB51132,Insecta,NA,,,,,,
GB51133,Insecta,NA,,,,,,
GB51134,Insecta,NA,,,,,,
GB51135,NA,NA,,,,,,
GB51136,NA,NA,,,,,,
GB51137,NA,NA,,,,,,
GB51138,NA,NA,,,,,,
GB51139,NA,NA,,,,,,
GB51141,Insecta,NA,,,,,,
GB51142,Hymenoptera,NA,,,,,,
GB51143,Insecta,NA,,,,,,
GB51144,Insecta,NA,,,,,,
GB51146,Hymenoptera,NA,,,,,,
GB51148,Insecta,NA,,,,,,
GB51149,Hymenoptera,NA,,,,,,
GB51151,NA,NA,,,,,,
GB51152,NA,NA,,,,,,
GB51153,NA,NA,,,,,,
GB51155,Insecta,NA,,,,,,
GB51158,Insecta,NA,,,,,,
GB51159,Hymenoptera,NA,,,,,,
GB51160,Insecta,NA,,,,,,
GB51161,NA,NA,,,,,,
GB51162,NA,NA,,,,,,
GB51163,Hymenoptera,NDEG,,,,,,
GB51165,Insecta,NA,,,,,,
GB51167,Insecta,NA,,,,,,
GB51168,Hymenoptera,NA,,,,,,
GB51172,Insecta,NA,,,,,,
GB51173,NA,NA,,,,,,
GB51174,Hymenoptera,NDEG,,,,,,
GB51180,NA,NA,,,,,,
GB51181,Hymenoptera,NA,,,,,,
GB51183,Insecta,NA,,,,,,
GB51184,Hymenoptera,NA,,,,,,
GB51185,Hymenoptera,NA,,,,,,
GB51186,Insecta,NA,,,,,,
GB51188,Insecta,NA,,,,,,
GB51189,Insecta,NDEG,,,,,,
GB51190,Insecta,NDEG,,,,,,
GB51191,Insecta,NA,,,,,,
GB51192,Insecta,NDEG,,,,,,
GB51193,NA,NA,,,,,,
GB51194,NA,NA,,,,,,
GB51195,Insecta,NA,,,,,,
GB51196,NA,NA,,,,,,
GB51197,Insecta,NA,,,,,,
GB51198,Insecta,NDEG,,,,,,
GB51199,Insecta,NA,,,,,,
GB51200,Insecta,NA,,,,,,
GB51201,Insecta,NA,,,,,,
GB51202,Insecta,NA,,,,,,
GB51204,Insecta,NA,,,,,,
GB51206,Insecta,NA,,,,,,
GB51207,Insecta,NA,,,,,,
GB51208,Insecta,NA,,,,,,
GB51209,Insecta,NA,,,,,,
GB51210,Insecta,NA,,,,,,
GB51211,Insecta,NA,,,,,,
GB51212,NA,NA,,,,,,
GB51213,Insecta,NA,,,,,,
GB51214,Insecta,NDEG,,,,,,
GB51215,Insecta,NA,,,,,,
GB51216,Insecta,NA,,,,,,
GB51218,Insecta,NA,,,,,,
GB51219,Insecta,NA,,,,,,
GB51220,Hymenoptera,NA,,,,,,
GB51221,Insecta,NA,,,,,,
GB51223,Hymenoptera,NA,,,,,,
GB51224,Insecta,NA,,,,,,
GB51226,Insecta,NA,,,,,,
GB51230,NA,NA,,,,,,
GB51231,Hymenoptera,NA,,,,,,
GB51232,NA,NA,,,,,,
GB51233,NA,NA,,,,,,
GB51234,NA,NA,,,,,,
GB51235,NA,NA,,,,,,
GB51241,Insecta,NA,,,,,,
GB51242,Insecta,NA,,,,,,
GB51243,Insecta,NA,,,,,,
GB51244,Insecta,NA,,,,,,
GB51245,NA,NA,,,,,,
GB51246,Insecta,NA,,,,,,
GB51247,Insecta,NA,,,,,,
GB51248,NA,NA,,,,,,
GB51249,Hymenoptera,NA,,,,,,
GB51251,Insecta,NDEG,,,,,,
GB51253,Insecta,NA,,,,,,
GB51254,Insecta,NA,,,,,,
GB51255,Insecta,NA,,,,,,
GB51256,Insecta,NA,,,,,,
GB51257,Insecta,NDEG,,,,,,
GB51258,Insecta,NA,,,,,,
GB51259,NA,NA,,,,,,
GB51260,Hymenoptera,NA,,,,,,
GB51261,Insecta,NA,,,,,,
GB51262,Apis,NA,,,,,,
GB51263,Hymenoptera,NA,,,,,,
GB51264,Insecta,NA,,,,,,
GB51265,NA,NA,,,,,,
GB51267,NA,NA,,,,,,
GB51268,NA,NA,,,,,,
GB51271,Insecta,NA,,,,,,
GB51272,Hymenoptera,NA,,,,,,
GB51273,Insecta,NA,,,,,,
GB51274,NA,NA,,,,,,
GB51276,Insecta,NA,,,,,,
GB51277,NA,NA,,,,,,
GB51278,Insecta,NA,,,,,,
GB51279,Hymenoptera,NA,,,,,,
GB51281,Insecta,NA,,,,,,
GB51282,Insecta,NDEG,,,,,,
GB51283,Insecta,NDEG,,,,,,
GB51284,Insecta,NA,,,,,,
GB51286,NA,NA,,,,,,
GB51287,Insecta,NA,,,,,,
GB51289,NA,NA,,,,,,
GB51290,Insecta,NA,,,,,,
GB51292,Insecta,NA,,,,,,
GB51294,Insecta,NA,,,,,,
GB51295,Insecta,NA,,,,,,
GB51298,NA,NA,,,,,,
GB51299,Insecta,NA,,,,,,
GB51301,Hymenoptera,NA,,,,,,
GB51302,Insecta,NA,,,,,,
GB51303,Insecta,NA,,,,,,
GB51304,Hymenoptera,NA,,,,,,
GB51305,Insecta,NA,,,,,,
GB51308,NA,NA,,,,,,
GB51310,NA,NA,,,,,,
GB51311,NA,NA,,,,,,
GB51312,NA,NA,,,,,,
GB51313,NA,NA,,,,,,
GB51314,NA,NA,,,,,,
GB51315,NA,NA,,,,,,
GB51317,NA,NA,,,,,,
GB51318,NA,NA,,,,,,
GB51319,NA,NA,,,,,,
GB51320,NA,NA,,,,,,
GB51323,NA,NA,,,,,,
GB51324,NA,NA,,,,,,
GB51325,Insecta,NA,,,,,,
GB51326,NA,NA,,,,,,
GB51330,Insecta,NA,,,,,,
GB51331,Insecta,NA,,,,,,
GB51332,Insecta,NA,,,,,,
GB51333,Insecta,NDEG,,,,,,
GB51334,Insecta,NDEG,,,,,,
GB51335,Insecta,NDEG,,,,,,
GB51336,Insecta,NA,,,,,,
GB51337,Insecta,NA,,,,,,
GB51338,Apoidea,NA,,,,,,
GB51339,Insecta,NA,,,,,,
GB51340,NA,NA,,,,,,
GB51341,Insecta,NA,,,,,,
GB51342,Insecta,NDEG,,,,,,
GB51343,Insecta,NDEG,,,,,,
GB51344,Insecta,NA,,,,,,
GB51345,Insecta,NA,,,,,,
GB51346,Insecta,NA,,,,,,
GB51348,Insecta,NA,,,,,,
GB51349,Insecta,NA,,,,,,
GB51350,NA,NA,,,,,,
GB51351,NA,NA,,,,,,
GB51352,NA,NA,,,,,,
GB51353,NA,NA,,,,,,
GB51354,Insecta,NA,,,,,,
GB51355,Insecta,NA,,,,,,
GB51356,Insecta,NDEG,,,,,,
GB51357,Insecta,NA,,,,,,
GB51358,Insecta,NA,,,,,,
GB51359,Insecta,NA,,,,,,
GB51360,Insecta,NA,,,,,,
GB51361,Insecta,NDEG,,,,,,
GB51366,Insecta,NA,,,,,,
GB51367,NA,NA,,,,,,
GB51368,Insecta,NA,,,,,,
GB51369,Insecta,NA,,,,,,
GB51370,Hymenoptera,NA,,,,,,
GB51372,Insecta,NA,,,,,,
GB51373,Insecta,NA,,,,,,
GB51374,Insecta,NA,,,,,,
GB51376,Insecta,NA,,,,,,
GB51380,Insecta,NDEG,,,,,,
GB51381,Hymenoptera,NDEG,,,,,,
GB51382,Insecta,NA,,,,,,
GB51383,Insecta,NDEG,,,,,,
GB51384,NA,NA,,,,,,
GB51385,Insecta,NA,,,,,,
GB51386,Hymenoptera,NA,,,,,,
GB51389,Hymenoptera,NA,,,,,,
GB51390,NA,NA,,,,,,
GB51391,Insecta,NA,,,,,,
GB51392,NA,NA,,,,,,
GB51393,Hymenoptera,NA,,,,,,
GB51394,Insecta,NDEG,,,,,,
GB51395,Insecta,NA,,,,,,
GB51396,Insecta,Q,,,,,,
GB51398,Insecta,NA,,,,,,
GB51399,Insecta,NDEG,,,,,,
GB51400,Insecta,NA,,,,,,
GB51401,Insecta,NA,,,,,,
GB51405,Insecta,NA,,,,,,
GB51406,Insecta,NA,,,,,,
GB51407,Hymenoptera,NA,,,,,,
GB51408,Insecta,NA,,,,,,
GB51409,Insecta,NA,,,,,,
GB51410,Insecta,NA,,,,,,
GB51411,Insecta,NA,,,,,,
GB51413,Insecta,NA,,,,,,
GB51414,Insecta,NA,,,,,,
GB51418,Insecta,NA,,,,,,
GB51419,Insecta,NA,,,,,,
GB51420,Insecta,NA,,,,,,
GB51421,Insecta,NA,,,,,,
GB51422,Insecta,NA,,,,,,
GB51423,Hymenoptera,NA,,,,,,
GB51424,NA,NA,,,,,,
GB51425,Insecta,NA,,,,,,
GB51426,Insecta,NA,,,,,,
GB51427,Insecta,NA,,,,,,
GB51428,Insecta,NA,,,,,,
GB51429,Insecta,NA,,,,,,
GB51430,Apis,NA,,,,,,
GB51431,Insecta,NA,,,,,,
GB51432,Insecta,NDEG,,,,,,
GB51433,Insecta,NA,,,,,,
GB51434,Insecta,NA,,,,,,
GB51439,Hymenoptera,NA,,,,,,
GB51440,Insecta,NA,,,,,,
GB51441,Hymenoptera,NA,,,,,,
GB51442,Insecta,NA,,,,,,
GB51443,NA,NA,,,,,,
GB51444,Insecta,NDEG,,,,,,
GB51445,NA,NA,,,,,,
GB51455,NA,NA,,,,,,
GB51457,Apis,NA,,,,,,
GB51475,Insecta,NA,,,,,,
GB51478,NA,NA,,,,,,
GB51479,Insecta,NA,,,,,,
GB51481,Insecta,NA,,,,,,
GB51482,Hymenoptera,NA,,,,,,
GB51484,Insecta,NA,,,,,,
GB51485,Hymenoptera,NA,,,,,,
GB51486,Insecta,NA,,,,,,
GB51487,Insecta,NA,,,,,,
GB51489,Insecta,NDEG,,,,,,
GB51490,Insecta,NA,,,,,,
GB51491,NA,NA,,,,,,
GB51492,NA,NA,,,,,,
GB51493,Insecta,NA,,,,,,
GB51494,Insecta,NA,,,,,,
GB51495,Insecta,NA,,,,,,
GB51496,Insecta,NA,,,,,,
GB51497,Insecta,NA,,,,,,
GB51498,Insecta,NA,,,,,,
GB51499,Insecta,NA,,,,,,
GB51500,Insecta,NDEG,,,,,,
GB51502,Insecta,NDEG,,,,,,
GB51503,Insecta,NA,,,,,,
GB51504,Insecta,NA,,,,,,
GB51505,Insecta,NA,,,,,,
GB51506,Insecta,NA,,,,,,
GB51508,Insecta,NA,,,,,,
GB51511,Insecta,NA,,,,,,
GB51512,Insecta,NA,,,,,,
GB51513,Insecta,NA,,,,,,
GB51515,Insecta,NA,,,,,,
GB51517,Insecta,NA,,,,,,
GB51518,Insecta,NA,,,,,,
GB51520,NA,NA,,,,,,
GB51521,Insecta,NA,,,,,,
GB51522,Insecta,NA,,,,,,
GB51524,Insecta,NA,,,,,,
GB51525,Insecta,NA,,,,,,
GB51526,Insecta,NA,,,,,,
GB51528,Insecta,NA,,,,,,
GB51533,Insecta,NA,,,,,,
GB51534,Insecta,NA,,,,,,
GB51535,Insecta,NA,,,,,,
GB51536,Insecta,NA,,,,,,
GB51537,Insecta,NA,,,,,,
GB51538,NA,NA,,,,,,
GB51539,Insecta,NA,,,,,,
GB51540,Insecta,NA,,,,,,
GB51541,Insecta,NA,,,,,,
GB51542,Insecta,NA,,,,,,
GB51543,Insecta,NDEG,,,,,,
GB51544,Insecta,NA,,,,,,
GB51545,Insecta,NDEG,,,,,,
GB51546,Insecta,NA,,,,,,
GB51547,Hymenoptera,NA,,,,,,
GB51548,Insecta,NA,,,,,,
GB51549,NA,NA,,,,,,
GB51550,Insecta,NA,,,,,,
GB51551,Insecta,Q,,,,,,
GB51552,Insecta,NDEG,,,,,,
GB51553,Insecta,NA,,,,,,
GB51555,Insecta,NA,,,,,,
GB51556,Insecta,NA,,,,,,
GB51558,Insecta,NA,,,,,,
GB51560,Insecta,NA,,,,,,
GB51561,Insecta,NA,,,,,,
GB51562,Hymenoptera,NA,,,,,,
GB51564,Insecta,NDEG,,,,,,
GB51565,Insecta,NA,,,,,,
GB51566,Hymenoptera,NA,,,,,,
GB51567,NA,NA,,,,,,
GB51568,NA,NA,,,,,,
GB51569,NA,NA,,,,,,
GB51570,Insecta,NA,,,,,,
GB51571,Insecta,NA,,,,,,
GB51572,NA,NA,,,,,,
GB51573,Insecta,NA,,,,,,
GB51574,NA,NA,,,,,,
GB51576,NA,NA,,,,,,
GB51578,Insecta,NDEG,,,,,,
GB51580,Insecta,NDEG,,,,,,
GB51581,Insecta,NA,,,,,,
GB51582,Insecta,NA,,,,,,
GB51583,Insecta,NA,,,,,,
GB51584,Insecta,NA,,,,,,
GB51585,Insecta,NA,,,,,,
GB51586,Insecta,NDEG,,,,,,
GB51587,Insecta,NA,,,,,,
GB51588,Insecta,NDEG,,,,,,
GB51589,Insecta,NA,,,,,,
GB51590,Insecta,NA,,,,,,
GB51591,Insecta,NA,,,,,,
GB51592,Insecta,NDEG,,,,,,
GB51593,Insecta,NA,,,,,,
GB51594,Hymenoptera,NA,,,,,,
GB51596,Insecta,NA,,,,,,
GB51597,Insecta,NA,,,,,,
GB51598,Insecta,NA,,,,,,
GB51599,Insecta,NA,,,,,,
GB51600,Insecta,NA,,,,,,
GB51601,Insecta,NA,,,,,,
GB51602,Insecta,NA,,,,,,
GB51603,Insecta,NA,,,,,,
GB51604,Insecta,NA,,,,,,
GB51605,Hymenoptera,NA,,,,,,
GB51606,Insecta,NA,,,,,,
GB51607,Insecta,NA,,,,,,
GB51608,Insecta,NA,,,,,,
GB51609,NA,NA,,,,,,
GB51611,Insecta,NA,,,,,,
GB51612,Insecta,NA,,,,,,
GB51613,Insecta,NDEG,,,,,,
GB51614,Insecta,NDEG,,,,,,
GB51615,Insecta,NA,,,,,,
GB51617,Insecta,NA,,,,,,
GB51619,Insecta,NA,,,,,,
GB51620,Insecta,NA,,,,,,
GB51621,Hymenoptera,NA,,,,,,
GB51622,Insecta,NA,,,,,,
GB51623,Insecta,NA,,,,,,
GB51624,Insecta,NA,,,,,,
GB51625,Insecta,NA,,,,,,
GB51626,Insecta,NA,,,,,,
GB51627,Insecta,NA,,,,,,
GB51628,Insecta,NA,,,,,,
GB51629,Insecta,NA,,,,,,
GB51630,Insecta,NA,,,,,,
GB51631,Insecta,NA,,,,,,
GB51632,Insecta,NA,,,,,,
GB51633,Insecta,NA,,,,,,
GB51634,Insecta,NDEG,,,,,,
GB51635,Insecta,NA,,,,,,
GB51636,Insecta,NA,,,,,,
GB51637,Insecta,NA,,,,,,
GB51638,Insecta,NA,,,,,,
GB51641,Insecta,NA,,,,,,
GB51642,Insecta,NDEG,,,,,,
GB51643,Insecta,NA,,,,,,
GB51644,Insecta,NA,,,,,,
GB51645,NA,NA,,,,,,
GB51646,Insecta,NA,,,,,,
GB51647,Insecta,NDEG,,,,,,
GB51648,Insecta,NA,,,,,,
GB51649,Insecta,NA,,,,,,
GB51650,Insecta,NDEG,,,,,,
GB51651,Insecta,NA,,,,,,
GB51652,Hymenoptera,NDEG,,,,,,
GB51653,Insecta,NA,,,,,,
GB51654,Insecta,NA,,,,,,
GB51655,Insecta,NA,,,,,,
GB51656,Insecta,NA,,,,,,
GB51657,Insecta,NA,,,,,,
GB51658,Insecta,NA,,,,,,
GB51659,Insecta,NDEG,,,,,,
GB51660,Insecta,NA,,,,,,
GB51661,Insecta,NA,,,,,,
GB51662,Insecta,NA,,,,,,
GB51663,NA,NA,,,,,,
GB51664,Insecta,NA,,,,,,
GB51665,Insecta,NDEG,,,,,,
GB51666,Insecta,NDEG,,,,,,
GB51667,Insecta,NA,,,,,,
GB51668,Insecta,NA,,,,,,
GB51670,Insecta,NA,,,,,,
GB51671,Insecta,NA,,,,,,
GB51672,Insecta,NA,,,,,,
GB51673,Insecta,NA,,,,,,
GB51674,Hymenoptera,NDEG,,,,,,
GB51675,Insecta,NDEG,,,,,,
GB51676,Apoidea,NA,,,,,,
GB51679,NA,NA,,,,,,
GB51680,NA,NA,,,,,,
GB51681,Insecta,NA,,,,,,
GB51682,NA,NA,,,,,,
GB51683,Insecta,NDEG,,,,,,
GB51684,Hymenoptera,NA,,,,,,
GB51685,Insecta,W,,,,,,
GB51689,Insecta,NA,,,,,,
GB51690,Insecta,NA,,,,,,
GB51691,Insecta,NA,,,,,,
GB51692,Insecta,NA,,,,,,
GB51693,Insecta,NA,,,,,,
GB51694,Insecta,NDEG,,,,,,
GB51695,NA,NA,,,,,,
GB51696,Insecta,NDEG,,,,,,
GB51697,Insecta,NDEG,,,,,,
GB51698,Insecta,W,,,,,,
GB51699,Insecta,NA,,,,,,
GB51700,Insecta,NA,,,,,,
GB51701,Insecta,NA,,,,,,
GB51702,Insecta,NA,,,,,,
GB51703,Insecta,NA,,,,,,
GB51704,Hymenoptera,NA,,,,,,
GB51705,Insecta,NDEG,,,,,,
GB51706,Insecta,NA,,,,,,
GB51707,Insecta,NA,,,,,,
GB51709,Insecta,NA,,,,,,
GB51710,Insecta,NDEG,,,,,,
GB51712,Insecta,NA,,,,,,
GB51713,Insecta,NA,,,,,,
GB51714,Insecta,NA,,,,,,
GB51715,Insecta,NA,,,,,,
GB51716,Insecta,NDEG,,,,,,
GB51717,Insecta,NA,,,,,,
GB51718,Insecta,NA,,,,,,
GB51719,Insecta,NA,,,,,,
GB51721,Insecta,NA,,,,,,
GB51722,Insecta,NA,,,,,,
GB51723,Insecta,NA,,,,,,
GB51724,Insecta,NA,,,,,,
GB51725,Insecta,NA,,,,,,
GB51726,Insecta,NA,,,,,,
GB51727,Insecta,W,,,,,,
GB51728,Insecta,NA,,,,,,
GB51729,Insecta,Q,,,,,,
GB51730,NA,NA,,,,,,
GB51731,NA,NA,,,,,,
GB51732,Insecta,NA,,,,,,
GB51733,Hymenoptera,NA,,,,,,
GB51734,Insecta,NDEG,,,,,,
GB51735,Insecta,NA,,,,,,
GB51736,Insecta,NA,,,,,,
GB51737,Hymenoptera,NA,,,,,,
GB51738,Insecta,NDEG,,,,,,
GB51739,Insecta,NA,,,,,,
GB51740,Insecta,NDEG,,,,,,
GB51741,Insecta,Q,,,,,,
GB51742,NA,NA,,,,,,
GB51743,Insecta,NA,,,,,,
GB51744,Insecta,NA,,,,,,
GB51745,Insecta,NA,,,,,,
GB51746,Insecta,NDEG,,,,,,
GB51748,Insecta,NA,,,,,,
GB51749,Insecta,NA,,,,,,
GB51751,Insecta,NDEG,,,,,,
GB51752,NA,NA,,,,,,
GB51753,Insecta,NA,,,,,,
GB51754,NA,NA,,,,,,
GB51755,Insecta,NA,,,,,,
GB51756,Insecta,NA,,,,,,
GB51757,Insecta,NA,,,,,,
GB51759,Insecta,NDEG,,,,,,
GB51760,Insecta,NA,,,,,,
GB51761,Hymenoptera,NA,,,,,,
GB51762,Insecta,NA,,,,,,
GB51763,Insecta,NA,,,,,,
GB51764,Insecta,NA,,,,,,
GB51767,Insecta,NA,,,,,,
GB51768,Insecta,NA,,,,,,
GB51771,Insecta,NA,,,,,,
GB51772,Hymenoptera,NA,,,,,,
GB51774,Insecta,NA,,,,,,
GB51775,Insecta,NA,,,,,,
GB51778,NA,NA,,,,,,
GB51780,NA,NA,,,,,,
GB51781,Hymenoptera,NA,,,,,,
GB51782,Insecta,NDEG,,,,,,
GB51783,Insecta,NDEG,,,,,,
GB51784,NA,NA,,,,,,
GB51786,Hymenoptera,NA,,,,,,
GB51787,Insecta,NA,,,,,,
GB51790,Insecta,NA,,,,,,
GB51791,Insecta,NA,,,,,,
GB51792,Apis,NA,,,,,,
GB51793,Insecta,NA,,,,,,
GB51794,Insecta,NA,,,,,,
GB51795,NA,NA,,,,,,
