am,lf,evalue
NP_001267818.1,TRINITY_DN27273_c0_g1_i1|m.6740,0.0
XP_012166976.1,TRINITY_DN7747_c0_g1_i1|m.42903,5e-155
XP_012166977.1,TRINITY_DN1552_c0_g1_i1|m.12189,7e-129
XP_012166978.1,TRINITY_DN1552_c0_g1_i1|m.12189,7e-129
XP_012166979.1,TRINITY_DN13210_c0_g2_i1|m.19272,4e-60
XP_012166980.1,TRINITY_DN13921_c0_g1_i1|m.23965,0.0
XP_012166981.1,TRINITY_DN13921_c0_g1_i1|m.23965,0.0
XP_012166982.1,TRINITY_DN13921_c0_g1_i1|m.23965,0.0
XP_012166983.1,TRINITY_DN13921_c0_g1_i1|m.23965,0.0
XP_012166984.1,TRINITY_DN13921_c0_g1_i1|m.23965,0.0
XP_012166985.1,TRINITY_DN13921_c0_g1_i1|m.23965,0.0
XP_012166986.1,TRINITY_DN13921_c0_g1_i1|m.23965,0.0
XP_012166987.1,TRINITY_DN13921_c0_g1_i1|m.23965,0.0
XP_012166988.1,TRINITY_DN13921_c0_g1_i1|m.23965,0.0
XP_012166989.1,TRINITY_DN13921_c0_g1_i1|m.23965,0.0
XP_012166990.1,TRINITY_DN8722_c0_g2_i1|m.4325,3e-66
XP_012166991.1,TRINITY_DN8722_c0_g2_i1|m.4325,2e-68
XP_012166992.1,TRINITY_DN8722_c0_g2_i1|m.4325,2e-55
XP_012166993.1,TRINITY_DN8722_c0_g2_i1|m.4325,2e-55
XP_012166994.1,TRINITY_DN8722_c0_g2_i1|m.4325,2e-55
XP_012166995.1,TRINITY_DN8722_c0_g2_i1|m.4325,1e-57
XP_012166996.1,TRINITY_DN11569_c0_g1_i1|m.14959,0.0
XP_012166997.1,TRINITY_DN11569_c0_g1_i1|m.14959,0.0
XP_012166998.1,TRINITY_DN11569_c0_g1_i1|m.14959,0.0
XP_012167000.1,TRINITY_DN12076_c0_g1_i1|m.37761,5e-140
XP_012167001.1,TRINITY_DN4220_c0_g1_i1|m.9576,2e-73
XP_012167002.1,TRINITY_DN18971_c0_g1_i1|m.7209,5e-44
XP_012167003.1,TRINITY_DN4220_c0_g1_i1|m.9576,2e-73
XP_012167004.1,TRINITY_DN4220_c0_g1_i1|m.9576,2e-73
XP_012167005.1,TRINITY_DN4041_c0_g1_i1|m.39054,0.0
XP_012167006.1,TRINITY_DN4041_c0_g1_i1|m.39054,0.0
XP_012167007.1,TRINITY_DN4041_c0_g1_i1|m.39054,0.0
XP_012167008.1,TRINITY_DN4041_c0_g1_i1|m.39054,0.0
XP_012167009.1,TRINITY_DN4041_c0_g1_i1|m.39054,0.0
XP_012167010.1,TRINITY_DN12968_c0_g1_i1|m.8147,3e-163
XP_012167011.1,TRINITY_DN18971_c0_g1_i1|m.7209,8e-44
XP_012167012.1,TRINITY_DN12968_c0_g1_i1|m.8147,4e-165
XP_012167013.1,TRINITY_DN9810_c0_g1_i1|m.13090,5e-176
XP_012167014.1,TRINITY_DN9810_c0_g1_i1|m.13090,5e-176
XP_012167015.1,TRINITY_DN9810_c0_g1_i1|m.13090,5e-176
XP_012167016.1,TRINITY_DN9810_c0_g1_i1|m.13090,5e-176
XP_012167017.1,TRINITY_DN9810_c0_g1_i1|m.13090,5e-176
XP_012167018.1,TRINITY_DN8223_c0_g1_i1|m.7446,0.0
XP_012167019.1,TRINITY_DN18971_c0_g1_i1|m.7209,4e-44
XP_012167020.1,TRINITY_DN13404_c1_g2_i1|m.32725,4e-35
XP_012167021.1,TRINITY_DN13404_c1_g2_i1|m.32725,4e-35
XP_012167022.1,TRINITY_DN13404_c1_g2_i1|m.32725,4e-35
XP_012167023.1,TRINITY_DN13137_c0_g1_i1|m.46988,0.0
XP_012167024.1,TRINITY_DN13404_c0_g2_i1|m.32723,0.0
XP_012167025.1,TRINITY_DN12132_c0_g1_i1|m.36865,0.0
XP_012167026.1,TRINITY_DN18971_c0_g1_i1|m.7209,4e-44
XP_012167028.1,TRINITY_DN8142_c0_g1_i1|m.12032,4e-73
XP_012167029.1,TRINITY_DN13627_c6_g1_i1|m.5702,0.0
XP_012167030.1,TRINITY_DN13627_c6_g1_i1|m.5702,0.0
XP_012167031.1,TRINITY_DN13627_c6_g1_i1|m.5702,0.0
XP_012167032.1,TRINITY_DN13627_c6_g1_i1|m.5702,0.0
XP_012167033.1,TRINITY_DN13627_c6_g1_i1|m.5702,0.0
XP_012167034.1,TRINITY_DN13627_c6_g1_i1|m.5702,0.0
XP_012167035.1,TRINITY_DN18971_c0_g1_i1|m.7209,4e-44
XP_012167036.1,TRINITY_DN13627_c6_g1_i1|m.5702,0.0
XP_012167037.1,TRINITY_DN13627_c6_g1_i1|m.5702,0.0
XP_012167038.1,TRINITY_DN13627_c6_g1_i1|m.5702,0.0
XP_012167039.1,TRINITY_DN14357_c0_g1_i1|m.16118,5e-111
XP_012167039.1,TRINITY_DN14357_c0_g1_i1|m.16118,2e-21
XP_012167039.1,TRINITY_DN14357_c0_g1_i1|m.16118,6e-09
XP_012167039.1,TRINITY_DN14357_c0_g1_i1|m.16118,8e-06
XP_012167040.1,TRINITY_DN18971_c0_g1_i1|m.7209,4e-44
XP_012167041.1,TRINITY_DN23596_c0_g1_i1|m.48828,4e-41
XP_012167042.1,TRINITY_DN2156_c0_g1_i1|m.39602,0.0
XP_012167043.1,TRINITY_DN12365_c0_g1_i1|m.48286,2e-125
XP_012167044.1,TRINITY_DN37458_c0_g1_i1|m.25583,3e-41
XP_012167045.1,TRINITY_DN3660_c0_g2_i1|m.39508,5e-12
XP_012167046.1,TRINITY_DN38740_c0_g1_i1|m.24801,1e-28
XP_012167047.1,TRINITY_DN4239_c0_g1_i1|m.9608,3e-14
XP_012167047.1,TRINITY_DN4239_c0_g1_i1|m.9608,3e-05
XP_012167049.1,TRINITY_DN2094_c0_g2_i1|m.8474,2e-23
XP_012167054.1,TRINITY_DN11290_c0_g1_i1|m.8718,1e-95
XP_012167055.1,TRINITY_DN11290_c0_g1_i1|m.8718,1e-95
XP_012167056.1,TRINITY_DN2094_c0_g2_i1|m.8474,2e-23
XP_012167057.1,TRINITY_DN11290_c0_g1_i1|m.8719,2e-92
XP_012167058.1,TRINITY_DN1033_c0_g1_i1|m.10537,4e-71
XP_012167059.1,TRINITY_DN1033_c0_g1_i1|m.10537,2e-71
XP_012167060.1,TRINITY_DN8424_c0_g2_i1|m.40495,3e-106
XP_012167060.1,TRINITY_DN8424_c0_g2_i1|m.40495,2e-10
XP_012167061.1,TRINITY_DN8424_c0_g2_i1|m.40495,3e-106
XP_012167061.1,TRINITY_DN8424_c0_g2_i1|m.40495,2e-10
XP_012167062.1,TRINITY_DN8424_c0_g3_i1|m.40498,3e-140
XP_012167063.1,TRINITY_DN8424_c0_g2_i1|m.40495,2e-124
XP_012167064.1,TRINITY_DN8424_c0_g2_i1|m.40495,2e-124
XP_012167065.1,TRINITY_DN5586_c0_g1_i1|m.27048,0.0
XP_012167066.1,TRINITY_DN5586_c0_g1_i1|m.27048,0.0
XP_012167067.1,TRINITY_DN5586_c0_g1_i1|m.27048,0.0
XP_012167068.1,TRINITY_DN12782_c0_g1_i1|m.35237,4e-44
XP_012167069.1,TRINITY_DN10674_c0_g1_i1|m.47980,0.0
XP_012167070.1,TRINITY_DN10674_c0_g1_i1|m.47980,0.0
XP_012167071.1,TRINITY_DN10674_c0_g1_i1|m.47980,0.0
XP_012167072.1,TRINITY_DN10674_c0_g1_i1|m.47980,0.0
XP_012167073.1,TRINITY_DN8499_c0_g3_i1|m.40486,0.0
XP_012167074.1,TRINITY_DN8499_c0_g3_i1|m.40486,0.0
XP_012167075.1,TRINITY_DN12782_c0_g1_i1|m.35237,4e-44
XP_012167076.1,TRINITY_DN8338_c0_g3_i1|m.27970,0.0
XP_012167077.1,TRINITY_DN24864_c0_g1_i1|m.25691,5e-37
XP_012167079.1,TRINITY_DN9625_c0_g1_i1|m.27394,0.0
XP_012167080.1,TRINITY_DN28581_c0_g1_i1|m.28926,3e-41
XP_012167081.1,TRINITY_DN9206_c0_g1_i1|m.40769,0.0
XP_012167082.1,TRINITY_DN19995_c0_g1_i1|m.42531,2e-83
XP_012167083.1,TRINITY_DN1576_c0_g1_i1|m.12208,0.0
XP_012167084.1,TRINITY_DN6990_c0_g1_i1|m.40764,2e-65
XP_012167084.1,TRINITY_DN6990_c0_g1_i1|m.40764,8e-11
XP_012167085.1,TRINITY_DN1576_c0_g1_i1|m.12208,0.0
XP_012167086.1,TRINITY_DN7986_c0_g1_i1|m.40216,2e-114
XP_012167087.1,TRINITY_DN7986_c0_g1_i1|m.40216,7e-94
XP_012167088.1,TRINITY_DN7986_c0_g1_i1|m.40216,7e-94
XP_012167089.1,TRINITY_DN11763_c0_g1_i1|m.14331,0.0
XP_012167090.1,TRINITY_DN32069_c0_g1_i1|m.2443,7e-18
XP_012167092.1,TRINITY_DN10192_c0_g1_i1|m.49259,0.0
XP_012167093.1,TRINITY_DN10192_c0_g1_i1|m.49259,0.0
XP_012167094.1,TRINITY_DN10905_c1_g1_i1|m.38202,0.0
XP_012167095.1,TRINITY_DN13791_c0_g2_i1|m.3128,0.0
XP_012167096.1,TRINITY_DN10782_c0_g1_i1|m.46330,1e-167
XP_012167097.1,TRINITY_DN8830_c0_g1_i1|m.26248,5e-135
XP_012167098.1,TRINITY_DN8830_c0_g1_i1|m.26248,5e-135
XP_012167099.1,TRINITY_DN8830_c0_g1_i1|m.26248,5e-135
XP_012167100.1,TRINITY_DN8830_c0_g1_i1|m.26248,5e-135
XP_012167101.1,TRINITY_DN9013_c0_g1_i1|m.4536,3e-85
XP_012167102.1,TRINITY_DN9013_c0_g1_i1|m.4536,3e-85
XP_012167103.1,TRINITY_DN9013_c0_g1_i1|m.4536,3e-85
XP_012167104.1,TRINITY_DN10782_c0_g1_i1|m.46329,0.0
XP_012167105.1,TRINITY_DN792_c0_g1_i1|m.4525,0.0
XP_012167106.1,TRINITY_DN2799_c0_g1_i1|m.33137,8e-48
XP_012167107.1,TRINITY_DN13744_c0_g4_i1|m.3860,4e-07
XP_012167108.1,TRINITY_DN13638_c1_g1_i1|m.5722,2e-97
XP_012167109.1,TRINITY_DN3955_c0_g1_i1|m.7005,0.0
XP_012167110.1,TRINITY_DN5760_c0_g1_i1|m.16696,0.0
XP_012167111.1,TRINITY_DN5760_c0_g1_i1|m.16696,0.0
XP_012167112.1,TRINITY_DN5760_c0_g1_i1|m.16696,0.0
XP_012167113.1,TRINITY_DN5760_c0_g1_i1|m.16696,0.0
XP_012167114.1,TRINITY_DN5760_c0_g1_i1|m.16696,0.0
XP_012167115.1,TRINITY_DN10809_c0_g1_i1|m.6582,7e-119
XP_012167116.1,TRINITY_DN11206_c0_g2_i1|m.8737,0.0
XP_012167116.1,TRINITY_DN11206_c0_g2_i1|m.8737,2e-18
XP_012167116.1,TRINITY_DN11206_c0_g2_i1|m.8737,6e-11
XP_012167116.1,TRINITY_DN11206_c0_g2_i1|m.8737,4e-06
XP_012167117.1,TRINITY_DN14015_c0_g1_i1|m.18746,0.0
XP_012167118.1,TRINITY_DN10620_c0_g1_i1|m.48029,0.0
XP_012167119.1,TRINITY_DN10620_c0_g1_i1|m.48029,0.0
XP_012167121.1,TRINITY_DN3955_c0_g1_i1|m.7005,0.0
XP_012167122.1,TRINITY_DN13302_c0_g1_i1|m.33287,0.0
XP_012167122.1,TRINITY_DN13302_c0_g1_i1|m.33287,5e-07
XP_012167122.1,TRINITY_DN13302_c0_g1_i1|m.33287,2e-06
XP_012167122.1,TRINITY_DN13302_c0_g1_i1|m.33287,8e-06
XP_012167122.1,TRINITY_DN13302_c0_g1_i1|m.33287,9e-06
XP_012167122.1,TRINITY_DN13302_c0_g1_i1|m.33287,2e-05
XP_012167123.1,TRINITY_DN3905_c0_g1_i1|m.7051,2e-158
XP_012167124.1,TRINITY_DN10440_c0_g2_i1|m.42140,9e-120
XP_012167125.1,TRINITY_DN3433_c0_g1_i1|m.13929,6e-106
XP_012167126.1,TRINITY_DN6585_c0_g2_i1|m.1115,0.0
XP_012167127.1,TRINITY_DN13953_c0_g1_i1|m.24035,0.0
XP_012167128.1,TRINITY_DN13953_c0_g1_i1|m.24035,0.0
XP_012167130.1,TRINITY_DN13307_c0_g1_i1|m.33551,1e-146
XP_012167131.1,TRINITY_DN13307_c0_g1_i1|m.33551,1e-146
XP_012167132.1,TRINITY_DN12767_c0_g1_i1|m.35185,0.0
XP_012167132.1,TRINITY_DN12767_c0_g1_i1|m.35185,2e-06
XP_012167133.1,TRINITY_DN12767_c0_g1_i1|m.35185,0.0
XP_012167134.1,TRINITY_DN14208_c0_g7_i1|m.20627,0.0
XP_012167135.1,TRINITY_DN12767_c0_g1_i1|m.35185,0.0
XP_012167136.1,TRINITY_DN13129_c0_g1_i1|m.47092,0.0
XP_012167137.1,TRINITY_DN11343_c0_g1_i1|m.36522,9e-166
XP_012167139.1,TRINITY_DN7607_c1_g1_i1|m.9215,6e-86
XP_012167140.1,TRINITY_DN9160_c0_g1_i1|m.36028,0.0
XP_012167141.1,TRINITY_DN14208_c0_g7_i1|m.20627,0.0
XP_012167142.1,TRINITY_DN9160_c0_g1_i1|m.36028,0.0
XP_012167143.1,TRINITY_DN9160_c0_g1_i1|m.36028,0.0
XP_012167144.1,TRINITY_DN8260_c0_g1_i1|m.7472,0.0
XP_012167145.1,TRINITY_DN8260_c0_g1_i1|m.7472,0.0
XP_012167146.1,TRINITY_DN8260_c0_g1_i1|m.7472,0.0
XP_012167147.1,TRINITY_DN8260_c0_g1_i1|m.7472,0.0
XP_012167148.1,TRINITY_DN14208_c0_g7_i1|m.20627,0.0
XP_012167149.1,TRINITY_DN11399_c1_g2_i1|m.36550,0.0
XP_012167150.1,TRINITY_DN11399_c1_g2_i1|m.36550,0.0
XP_012167151.1,TRINITY_DN13472_c0_g1_i1|m.32924,5e-27
XP_012167152.1,TRINITY_DN23751_c0_g2_i1|m.15948,4e-79
XP_012167153.1,TRINITY_DN6778_c0_g2_i1|m.42503,0.0
XP_012167154.1,TRINITY_DN8605_c0_g1_i1|m.25944,3e-164
XP_012167155.1,TRINITY_DN14208_c0_g7_i1|m.20627,0.0
XP_012167156.1,TRINITY_DN8605_c0_g1_i1|m.25944,1e-164
XP_012167157.1,TRINITY_DN8605_c0_g1_i1|m.25944,1e-164
XP_012167158.1,TRINITY_DN8625_c0_g1_i1|m.26005,9e-145
XP_012167159.1,TRINITY_DN10843_c0_g1_i1|m.6558,0.0
XP_012167160.1,TRINITY_DN14208_c0_g7_i1|m.20627,0.0
XP_012167161.1,TRINITY_DN10843_c0_g1_i1|m.6559,0.0
XP_012167162.1,TRINITY_DN10843_c0_g1_i1|m.6559,0.0
XP_012167163.1,TRINITY_DN7410_c0_g2_i1|m.9937,0.0
XP_012167164.1,TRINITY_DN11493_c0_g1_i1|m.34472,1e-180
XP_012167165.1,TRINITY_DN14136_c2_g1_i1|m.30028,0.0
XP_012167166.1,TRINITY_DN14208_c0_g7_i1|m.20627,0.0
XP_012167167.1,TRINITY_DN14136_c2_g1_i1|m.30028,0.0
XP_012167168.1,TRINITY_DN14136_c2_g1_i1|m.30028,0.0
XP_012167169.1,TRINITY_DN14136_c2_g1_i1|m.30028,0.0
XP_012167170.1,TRINITY_DN14136_c2_g1_i1|m.30028,0.0
XP_012167171.1,TRINITY_DN14136_c2_g1_i1|m.30028,0.0
XP_012167172.1,TRINITY_DN14136_c2_g1_i1|m.30028,0.0
XP_012167173.1,TRINITY_DN14136_c2_g1_i1|m.30028,0.0
XP_012167174.1,TRINITY_DN14136_c2_g1_i1|m.30028,0.0
XP_012167175.1,TRINITY_DN14136_c2_g1_i1|m.30028,0.0
XP_012167176.1,TRINITY_DN14208_c0_g7_i1|m.20627,0.0
XP_012167177.1,TRINITY_DN8170_c0_g1_i1|m.11887,0.0
XP_012167178.1,TRINITY_DN14208_c0_g7_i1|m.20627,0.0
XP_012167179.1,TRINITY_DN12527_c0_g1_i1|m.31650,0.0
XP_012167180.1,TRINITY_DN12527_c0_g1_i1|m.31650,0.0
XP_012167181.1,TRINITY_DN12527_c0_g1_i1|m.31650,0.0
XP_012167182.1,TRINITY_DN12527_c0_g1_i1|m.31650,0.0
XP_012167183.1,TRINITY_DN8125_c0_g1_i1|m.11991,3e-117
XP_012167184.1,TRINITY_DN14208_c0_g7_i1|m.20627,2e-173
XP_012167185.1,TRINITY_DN8125_c0_g1_i1|m.11991,0.0
XP_012167186.1,TRINITY_DN8125_c0_g1_i1|m.11991,0.0
XP_012167187.1,TRINITY_DN8125_c0_g1_i1|m.11991,0.0
XP_012167188.1,TRINITY_DN8125_c0_g1_i1|m.11991,0.0
XP_012167189.1,TRINITY_DN11509_c0_g1_i1|m.14865,3e-99
XP_012167190.1,TRINITY_DN11509_c0_g1_i1|m.14865,3e-99
XP_012167191.1,TRINITY_DN8808_c0_g1_i1|m.26300,1e-63
XP_012167192.1,TRINITY_DN8808_c0_g1_i1|m.26300,2e-72
XP_012167194.1,TRINITY_DN9169_c0_g1_i1|m.35906,0.0
XP_012167195.1,TRINITY_DN9169_c0_g1_i1|m.35906,0.0
XP_012167196.1,TRINITY_DN9169_c0_g1_i1|m.35906,0.0
XP_012167197.1,TRINITY_DN9169_c0_g1_i1|m.35906,0.0
XP_012167198.1,TRINITY_DN9169_c0_g1_i1|m.35906,0.0
XP_012167199.1,TRINITY_DN11509_c0_g1_i1|m.14864,5e-162
XP_012167200.1,TRINITY_DN11343_c0_g1_i1|m.36522,8e-151
XP_012167201.1,TRINITY_DN12895_c2_g1_i1|m.49842,4e-50
XP_012167202.1,TRINITY_DN6526_c0_g1_i1|m.1243,1e-149
XP_012167203.1,TRINITY_DN8755_c0_g1_i1|m.4394,0.0
XP_012167204.1,TRINITY_DN13221_c0_g9_i1|m.20280,0.0
XP_012167205.1,TRINITY_DN13221_c0_g9_i1|m.20280,0.0
XP_012167206.1,TRINITY_DN13221_c0_g9_i1|m.20280,0.0
XP_012167207.1,TRINITY_DN13221_c0_g9_i1|m.20280,0.0
XP_012167208.1,TRINITY_DN12832_c0_g2_i1|m.49770,3e-51
XP_012167209.1,TRINITY_DN12832_c0_g2_i1|m.49770,3e-51
XP_012167210.1,TRINITY_DN12832_c0_g2_i1|m.49770,3e-51
XP_012167211.1,TRINITY_DN12832_c0_g2_i1|m.49770,3e-51
XP_012167212.1,TRINITY_DN12832_c0_g2_i1|m.49770,3e-51
XP_012167213.1,TRINITY_DN27611_c0_g1_i1|m.43300,3e-12
XP_012167214.1,TRINITY_DN4172_c0_g1_i1|m.27302,2e-93
XP_012167215.1,TRINITY_DN14191_c0_g5_i1|m.30715,0.0
XP_012167216.1,TRINITY_DN9651_c0_g1_i1|m.27541,0.0
XP_012167217.1,TRINITY_DN11586_c0_g1_i1|m.15134,0.0
XP_012167218.1,TRINITY_DN9613_c0_g2_i1|m.27431,0.0
XP_012167219.1,TRINITY_DN13090_c0_g1_i1|m.715,0.0
XP_012167220.1,TRINITY_DN13090_c0_g1_i1|m.715,0.0
XP_012167221.1,TRINITY_DN13090_c0_g1_i1|m.715,0.0
XP_012167222.1,TRINITY_DN14191_c0_g5_i1|m.30715,0.0
XP_012167223.1,TRINITY_DN1527_c0_g1_i1|m.12182,2e-78
XP_012167224.1,TRINITY_DN900_c0_g1_i1|m.11597,0.0
XP_012167224.1,TRINITY_DN900_c0_g1_i1|m.11597,3e-38
XP_012167224.1,TRINITY_DN900_c0_g1_i1|m.11597,2e-18
XP_012167224.1,TRINITY_DN900_c0_g1_i1|m.11597,8e-17
XP_012167225.1,TRINITY_DN14191_c0_g5_i1|m.30715,0.0
XP_012167226.1,TRINITY_DN13541_c0_g1_i1|m.45120,2e-172
XP_012167230.1,TRINITY_DN7561_c0_g1_i1|m.41268,3e-161
XP_012167231.1,TRINITY_DN9323_c0_g1_i1|m.39262,7e-33
XP_012167231.1,TRINITY_DN9323_c0_g1_i1|m.39262,5e-22
XP_012167232.1,TRINITY_DN14156_c2_g1_i1|m.30063,8e-96
XP_012167233.1,TRINITY_DN14156_c2_g1_i1|m.30063,9e-96
XP_012167234.1,TRINITY_DN14156_c2_g1_i1|m.30063,9e-96
XP_012167235.1,TRINITY_DN14156_c2_g1_i1|m.30063,9e-96
XP_012167236.1,TRINITY_DN14156_c2_g1_i1|m.30063,9e-96
XP_012167237.1,TRINITY_DN14156_c2_g1_i1|m.30063,9e-96
XP_012167238.1,TRINITY_DN14156_c2_g1_i1|m.30063,8e-96
XP_012167239.1,TRINITY_DN14156_c2_g1_i1|m.30063,6e-96
XP_012167240.1,TRINITY_DN14156_c2_g1_i1|m.30063,6e-96
XP_012167241.1,TRINITY_DN14156_c2_g1_i1|m.30063,6e-96
XP_012167242.1,TRINITY_DN14156_c2_g1_i1|m.30063,6e-96
XP_012167243.1,TRINITY_DN14156_c2_g1_i1|m.30063,6e-96
XP_012167244.1,TRINITY_DN7165_c0_g1_i1|m.13365,0.0
XP_012167245.1,TRINITY_DN7165_c0_g1_i1|m.13365,0.0
XP_012167246.1,TRINITY_DN7165_c0_g1_i1|m.13365,3e-173
XP_012167247.1,TRINITY_DN7165_c0_g1_i1|m.13365,3e-173
XP_012167248.1,TRINITY_DN13692_c0_g1_i1|m.6119,0.0
XP_012167249.1,TRINITY_DN13692_c0_g1_i1|m.6119,0.0
XP_012167250.1,TRINITY_DN13692_c0_g1_i1|m.6119,0.0
XP_012167251.1,TRINITY_DN7994_c0_g2_i1|m.40239,6e-137
XP_012167252.1,TRINITY_DN13641_c0_g1_i1|m.5251,2e-60
XP_012167253.1,TRINITY_DN13641_c0_g1_i1|m.5251,2e-60
XP_012167254.1,TRINITY_DN13641_c0_g1_i1|m.5251,2e-60
XP_012167255.1,TRINITY_DN27356_c0_g1_i1|m.28159,6e-108
XP_012167256.1,TRINITY_DN27356_c0_g1_i1|m.28159,4e-108
XP_012167257.1,TRINITY_DN11343_c0_g1_i1|m.36522,5e-144
XP_012167258.1,TRINITY_DN9747_c0_g1_i1|m.12584,0.0
XP_012167259.1,TRINITY_DN9747_c0_g1_i1|m.12584,0.0
XP_012167260.1,TRINITY_DN9747_c0_g1_i1|m.12584,0.0
XP_012167261.1,TRINITY_DN1423_c0_g2_i1|m.11527,0.0
XP_012167262.1,TRINITY_DN12884_c3_g1_i1|m.50455,6e-89
XP_012167263.1,TRINITY_DN13428_c3_g1_i1|m.32462,0.0
XP_012167264.1,TRINITY_DN11167_c0_g1_i1|m.41668,5e-174
XP_012167265.1,TRINITY_DN11167_c0_g1_i1|m.41669,3e-103
XP_012167266.1,TRINITY_DN11167_c0_g1_i1|m.41669,3e-103
XP_012167267.1,TRINITY_DN11167_c0_g1_i1|m.41669,3e-103
XP_012167268.1,TRINITY_DN11167_c0_g1_i1|m.41669,3e-103
XP_012167269.1,TRINITY_DN11167_c0_g1_i1|m.41669,1e-103
XP_012167270.1,TRINITY_DN13428_c3_g1_i1|m.32462,0.0
XP_012167271.1,TRINITY_DN14209_c3_g5_i1|m.20810,7e-88
XP_012167272.1,TRINITY_DN656_c0_g1_i1|m.11172,5e-54
XP_012167273.1,TRINITY_DN15229_c0_g1_i1|m.9402,1e-122
XP_012167274.1,TRINITY_DN8088_c0_g1_i1|m.38712,2e-119
XP_012167275.1,TRINITY_DN8088_c0_g1_i1|m.38712,2e-119
XP_012167276.1,TRINITY_DN8088_c0_g1_i1|m.38712,2e-119
XP_012167277.1,TRINITY_DN8088_c0_g1_i1|m.38712,2e-119
XP_012167278.1,TRINITY_DN35873_c0_g1_i1|m.11748,1e-174
XP_012167279.1,TRINITY_DN8017_c0_g2_i1|m.38762,2e-97
XP_012167280.1,TRINITY_DN19313_c0_g1_i1|m.7323,0.0
XP_012167281.1,TRINITY_DN14786_c0_g1_i1|m.27247,2e-141
XP_012167282.1,TRINITY_DN14786_c0_g1_i1|m.27247,2e-141
XP_012167283.1,TRINITY_DN14786_c0_g1_i1|m.27247,5e-142
XP_012167284.1,TRINITY_DN3760_c0_g2_i1|m.39793,0.0
XP_012167285.1,TRINITY_DN3760_c0_g2_i1|m.39793,0.0
XP_012167288.1,TRINITY_DN13376_c2_g2_i1|m.33595,2e-44
XP_012167288.1,TRINITY_DN13376_c2_g2_i1|m.33595,4e-42
XP_012167288.1,TRINITY_DN13376_c2_g2_i1|m.33595,3e-40
XP_012167288.1,TRINITY_DN13376_c2_g2_i1|m.33595,2e-37
XP_012167288.1,TRINITY_DN13376_c2_g2_i1|m.33595,3e-36
XP_012167289.1,TRINITY_DN14186_c6_g7_i1|m.30754,0.0
XP_012167290.1,TRINITY_DN38989_c0_g1_i1|m.7121,2e-79
XP_012167291.1,TRINITY_DN14186_c6_g7_i1|m.30754,0.0
XP_012167292.1,TRINITY_DN8048_c0_g2_i1|m.38773,1e-107
XP_012167293.1,TRINITY_DN8694_c0_g3_i1|m.26075,4e-61
XP_012167294.1,TRINITY_DN8694_c0_g3_i1|m.26075,3e-61
XP_012167295.1,TRINITY_DN8694_c0_g3_i1|m.26075,6e-61
XP_012167296.1,TRINITY_DN8694_c0_g3_i1|m.26075,4e-61
XP_012167297.1,TRINITY_DN8694_c0_g3_i1|m.26075,5e-61
XP_012167298.1,TRINITY_DN11909_c0_g1_i1|m.10588,0.0
XP_012167299.1,TRINITY_DN11909_c0_g1_i1|m.10588,0.0
XP_012167300.1,TRINITY_DN5471_c0_g1_i1|m.49086,2e-85
XP_012167301.1,TRINITY_DN11909_c0_g1_i1|m.10588,0.0
XP_012167302.1,TRINITY_DN11909_c0_g1_i1|m.10588,0.0
XP_012167303.1,TRINITY_DN11909_c0_g1_i1|m.10588,0.0
XP_012167304.1,TRINITY_DN11909_c0_g1_i1|m.10588,0.0
XP_012167305.1,TRINITY_DN11909_c0_g1_i1|m.10588,0.0
XP_012167306.1,TRINITY_DN11909_c0_g1_i1|m.10588,0.0
XP_012167307.1,TRINITY_DN11909_c0_g1_i1|m.10588,0.0
XP_012167308.1,TRINITY_DN11909_c0_g1_i1|m.10588,0.0
XP_012167309.1,TRINITY_DN11909_c0_g1_i1|m.10588,0.0
XP_012167310.1,TRINITY_DN11909_c0_g1_i1|m.10588,0.0
XP_012167311.1,TRINITY_DN5471_c0_g1_i1|m.49086,2e-85
XP_012167312.1,TRINITY_DN11909_c0_g1_i1|m.10588,0.0
XP_012167313.1,TRINITY_DN11909_c0_g1_i1|m.10588,0.0
XP_012167314.1,TRINITY_DN11909_c0_g1_i1|m.10588,0.0
XP_012167315.1,TRINITY_DN11909_c0_g1_i1|m.10588,0.0
XP_012167316.1,TRINITY_DN11909_c0_g1_i1|m.10588,0.0
XP_012167317.1,TRINITY_DN11909_c0_g1_i1|m.10588,0.0
XP_012167318.1,TRINITY_DN11909_c0_g1_i1|m.10588,0.0
XP_012167319.1,TRINITY_DN11909_c0_g1_i1|m.10588,0.0
XP_012167320.1,TRINITY_DN11909_c0_g1_i1|m.10588,0.0
XP_012167321.1,TRINITY_DN11909_c0_g1_i1|m.10588,0.0
XP_012167322.1,TRINITY_DN5471_c0_g1_i1|m.49086,2e-85
XP_012167323.1,TRINITY_DN11909_c0_g1_i1|m.10588,0.0
XP_012167324.1,TRINITY_DN11909_c0_g1_i1|m.10588,0.0
XP_012167325.1,TRINITY_DN11909_c0_g1_i1|m.10588,0.0
XP_012167326.1,TRINITY_DN11909_c0_g1_i1|m.10588,0.0
XP_012167327.1,TRINITY_DN11909_c0_g1_i1|m.10588,0.0
XP_012167328.1,TRINITY_DN11909_c0_g1_i1|m.10588,0.0
XP_012167329.1,TRINITY_DN11909_c0_g1_i1|m.10588,0.0
XP_012167330.1,TRINITY_DN11909_c0_g1_i1|m.10588,0.0
XP_012167331.1,TRINITY_DN11909_c0_g1_i1|m.10588,0.0
