ln,am,evalue
KMQ93723.1,XP_012167367.1,2e-51
KMQ93723.1,XP_012167367.1,4e-26
KMQ93723.1,XP_012167367.1,1e-18
KMQ93723.1,XP_012167367.1,3e-14
KMQ93724.1,XP_003397925.1,1e-44
KMQ93724.1,XP_003397925.1,1e-05
KMQ93725.1,XP_012169848.1,2e-152
KMQ93726.1,XP_012169852.1,2e-130
KMQ93730.1,XP_003394996.1,0.0
KMQ93731.1,XP_003394858.1,4e-69
KMQ93732.1,XP_003394312.1,2e-15
KMQ93732.1,XP_003394312.1,3e-12
KMQ93733.1,XP_003394319.1,9e-85
KMQ93734.1,XP_003394318.1,2e-115
KMQ93735.1,XP_003394316.1,0.0
KMQ93736.1,XP_003403345.1,5e-135
KMQ93737.1,XP_003395676.1,0.0
KMQ93738.1,XP_003395582.1,0.0
KMQ93739.1,XP_003395583.1,8e-134
KMQ93740.1,XP_003395581.1,0.0
KMQ93741.1,XP_012164035.1,3e-25
KMQ93742.1,XP_003402890.1,0.0
KMQ93743.1,XP_012167116.1,0.0
KMQ93743.1,XP_012167116.1,7e-21
KMQ93743.1,XP_012167116.1,5e-16
KMQ93743.1,XP_012167116.1,3e-14
KMQ93743.1,XP_012167116.1,2e-06
KMQ93744.1,XP_012170872.1,9e-96
KMQ93744.1,XP_012170872.1,8e-10
KMQ93745.1,XP_012170873.1,7e-149
KMQ93746.1,XP_012170873.1,9e-68
KMQ93748.1,XP_012166192.1,6e-168
KMQ93750.1,XP_003396783.2,2e-64
KMQ93750.1,XP_003396783.2,9e-54
KMQ93750.1,XP_003396783.2,8e-41
KMQ93750.1,XP_003396783.2,5e-15
KMQ93751.1,XP_012166217.1,3e-146
KMQ93752.1,XP_012168014.1,3e-32
KMQ93753.1,XP_003392865.1,1e-155
KMQ93753.1,XP_003392865.1,1e-23
KMQ93754.1,XP_012168577.1,5e-138
KMQ93755.1,XP_012171921.1,4e-27
KMQ93756.1,XP_012164720.1,1e-51
KMQ93757.1,XP_012175533.1,2e-15
KMQ93762.1,XP_003401037.1,0.0
KMQ93763.1,XP_003398726.1,0.0
KMQ93764.1,XP_003398728.1,2e-40
KMQ93767.1,XP_003394777.1,7e-139
KMQ93768.1,XP_003395895.1,0.0
KMQ93769.1,XP_003395903.1,1e-98
KMQ93770.1,XP_012166932.1,6e-13
KMQ93771.1,XP_003403138.1,1e-123
KMQ93771.1,XP_003403138.1,2e-41
KMQ93772.1,XP_012175146.1,0.0
KMQ93773.1,XP_012170830.1,3e-41
KMQ93774.1,XP_012170831.1,7e-52
KMQ93775.1,XP_012176720.1,0.0
KMQ93776.1,XP_003395174.1,0.0
KMQ93777.1,XP_003399969.1,2e-14
KMQ93778.1,XP_003394796.1,0.0
KMQ93779.1,XP_003394455.1,0.0
KMQ93780.1,XP_012174546.1,0.0
KMQ93782.1,XP_012164720.1,7e-31
KMQ93782.1,XP_012164720.1,2e-30
KMQ93784.1,XP_012164720.1,7e-31
KMQ93784.1,XP_012164720.1,2e-30
KMQ93785.1,XP_003394208.1,1e-11
KMQ93786.1,XP_003402230.1,1e-158
KMQ93787.1,XP_012168505.1,0.0
KMQ93788.1,XP_012166682.1,5e-52
KMQ93788.1,XP_012166682.1,2e-21
KMQ93790.1,XP_003394056.1,3e-104
KMQ93791.1,XP_003394092.1,3e-48
KMQ93792.1,XP_012175669.1,8e-20
KMQ93793.1,XP_012175671.1,6e-63
KMQ93794.1,XP_003401513.1,0.0
KMQ93795.1,XP_003401512.1,1e-17
KMQ93796.1,XP_003401510.1,2e-66
KMQ93796.1,XP_003401510.1,1e-40
KMQ93797.1,XP_003401510.1,0.0
KMQ93798.1,XP_003401509.1,9e-21
KMQ93799.1,XP_003399201.1,0.0
KMQ93800.1,XP_012169512.1,4e-73
KMQ93801.1,XP_003398553.1,0.0
KMQ93802.1,XP_012168317.1,8e-21
KMQ93803.1,XP_012168312.1,0.0
KMQ93804.1,XP_003398559.1,0.0
KMQ93805.1,XP_012171897.1,8e-166
KMQ93806.1,XP_003402652.1,1e-30
KMQ93807.1,XP_003401810.1,2e-94
KMQ93808.1,XP_012167601.1,1e-46
KMQ93811.1,XP_003393940.1,6e-83
KMQ93811.1,XP_003393940.1,7e-15
KMQ93812.1,XP_003393942.1,9e-139
KMQ93813.1,XP_003396166.1,0.0
KMQ93814.1,XP_012164795.1,0.0
KMQ93815.1,XP_003396499.2,2e-118
KMQ93815.1,XP_003396499.2,2e-60
KMQ93815.1,XP_003396499.2,2e-24
KMQ93817.1,XP_012172174.1,0.0
KMQ93818.1,XP_012172516.1,1e-45
KMQ93819.1,XP_012170285.1,0.0
KMQ93820.1,XP_012168342.1,2e-41
KMQ93820.1,XP_012168342.1,1e-37
KMQ93821.1,XP_012168349.1,1e-17
KMQ93822.1,XP_003397772.1,6e-34
KMQ93823.1,XP_003397773.1,0.0
KMQ93823.1,XP_003397773.1,5e-69
KMQ93829.1,XP_003401697.1,1e-54
KMQ93829.1,XP_003401697.1,4e-16
KMQ93835.1,XP_003394459.1,0.0
KMQ93836.1,XP_003394460.1,0.0
KMQ93837.1,XP_003394461.1,2e-55
KMQ93839.1,XP_012172438.1,0.0
KMQ93839.1,XP_012172438.1,6e-12
KMQ93840.1,XP_012166559.1,0.0
KMQ93841.1,XP_012166564.1,1e-57
KMQ93842.1,XP_012176193.1,1e-41
KMQ93843.1,XP_012172430.1,0.0
KMQ93844.1,XP_003401284.1,6e-54
KMQ93845.1,XP_003398431.1,8e-73
KMQ93846.1,XP_003398431.1,2e-50
KMQ93847.1,XP_003398431.1,4e-08
KMQ93848.1,XP_003402717.1,0.0
KMQ93849.1,XP_012174483.1,0.0
KMQ93849.1,XP_012174483.1,3e-23
KMQ93850.1,XP_012174017.1,2e-63
KMQ93851.1,XP_003393699.1,2e-29
KMQ93852.1,XP_012172943.1,0.0
KMQ93853.1,XP_003393695.1,0.0
KMQ93854.1,XP_012171765.1,5e-23
KMQ93855.1,XP_012171792.1,3e-28
KMQ93856.1,XP_012171792.1,2e-118
KMQ93857.1,XP_012163251.1,0.0
KMQ93857.1,XP_012163251.1,2e-141
KMQ93858.1,XP_003394907.1,5e-172
KMQ93859.1,XP_003394898.1,0.0
KMQ93860.1,XP_003394904.1,2e-140
KMQ93861.1,XP_012168285.1,0.0
KMQ93861.1,XP_012168285.1,6e-32
KMQ93861.1,XP_012168285.1,5e-30
KMQ93861.1,XP_012168285.1,1e-16
KMQ93861.1,XP_012168285.1,1e-15
KMQ93861.1,XP_012168285.1,2e-11
KMQ93861.1,XP_012168285.1,1e-06
KMQ93861.1,XP_012168285.1,3e-06
KMQ93861.1,XP_012168285.1,4e-05
KMQ93862.1,XP_003398540.1,3e-97
KMQ93863.1,XP_003398540.1,1e-58
KMQ93864.1,XP_012172985.1,2e-123
KMQ93865.1,XP_003402703.1,0.0
KMQ93865.1,XP_003402703.1,3e-81
KMQ93865.1,XP_003402703.1,6e-35
KMQ93865.1,XP_003402703.1,5e-19
KMQ93865.1,XP_003402703.1,1e-15
KMQ93865.1,XP_003402703.1,4e-14
KMQ93865.1,XP_003402703.1,1e-13
KMQ93865.1,XP_003402703.1,2e-12
KMQ93865.1,XP_003402703.1,1e-11
KMQ93865.1,XP_003402703.1,7e-10
KMQ93865.1,XP_003402703.1,8e-10
KMQ93865.1,XP_003402703.1,2e-09
KMQ93866.1,XP_003402786.1,5e-80
KMQ93867.1,XP_012174422.1,0.0
KMQ93868.1,XP_012166542.1,0.0
KMQ93869.1,XP_003393251.1,0.0
KMQ93870.1,XP_012174242.1,6e-11
KMQ93871.1,XP_003401566.2,2e-98
KMQ93874.1,XP_012170436.1,0.0
KMQ93875.1,XP_012169841.1,0.0
KMQ93876.1,XP_012169840.1,0.0
KMQ93877.1,XP_012175028.1,1e-29
KMQ93878.1,XP_003398038.1,6e-67
KMQ93879.1,XP_003398040.1,0.0
KMQ93881.1,XP_012165685.1,0.0
KMQ93881.1,XP_012165685.1,1e-56
KMQ93882.1,XP_012175392.1,0.0
KMQ93882.1,XP_012175392.1,9e-82
KMQ93883.1,XP_012163067.1,0.0
KMQ93884.1,XP_012176401.1,0.0
KMQ93885.1,XP_003402251.2,2e-47
KMQ93888.1,XP_003397436.1,0.0
KMQ93889.1,XP_012167956.1,2e-84
KMQ93889.1,XP_012167956.1,2e-13
KMQ93890.1,XP_003403254.1,3e-126
KMQ93892.1,XP_012167431.1,2e-42
KMQ93893.1,XP_012167413.1,3e-36
KMQ93894.1,XP_012167413.1,7e-43
KMQ93895.1,XP_012167430.1,3e-77
KMQ93896.1,XP_003401155.2,2e-51
KMQ93897.1,XP_012168033.1,0.0
KMQ93898.1,XP_012165512.1,0.0
KMQ93899.1,XP_012171362.1,5e-51
KMQ93900.1,XP_012168647.1,1e-17
KMQ93902.1,XP_003396329.1,1e-116
KMQ93903.1,XP_012173395.1,2e-93
KMQ93906.1,XP_003398435.1,6e-62
KMQ93909.1,XP_012172591.1,3e-14
KMQ93912.1,XP_012174737.1,0.0
KMQ93914.1,XP_012164584.1,9e-86
KMQ93915.1,XP_012164573.1,0.0
KMQ93916.1,XP_003395968.1,2e-109
KMQ93917.1,XP_012170900.1,0.0
KMQ93918.1,XP_003403317.1,0.0
KMQ93919.1,XP_003401833.1,3e-114
KMQ93920.1,XP_012173452.1,0.0
KMQ93921.1,XP_003396969.1,0.0
KMQ93922.1,XP_003392952.1,0.0
KMQ93922.1,XP_003392952.1,8e-12
KMQ93923.1,XP_012171898.1,3e-166
KMQ93923.1,XP_012171898.1,3e-23
KMQ93924.1,XP_012171898.1,6e-152
KMQ93924.1,XP_012171898.1,4e-54
KMQ93926.1,XP_012164591.1,3e-86
KMQ93927.1,XP_012170619.1,7e-27
KMQ93928.1,XP_012172693.1,0.0
KMQ93930.1,XP_012168054.1,8e-18
KMQ93935.1,XP_012172063.1,3e-35
KMQ93936.1,XP_012170825.1,0.0
KMQ93937.1,XP_012163121.1,3e-40
KMQ93938.1,XP_012169399.1,0.0
KMQ93939.1,XP_003399135.1,0.0
KMQ93940.1,XP_012169401.1,0.0
KMQ93941.1,XP_012170970.1,0.0
KMQ93942.1,XP_003394266.1,4e-156
KMQ93943.1,XP_003398426.1,0.0
KMQ93944.1,XP_012176405.1,4e-113
KMQ93945.1,XP_003394533.1,0.0
KMQ93946.1,XP_012176328.1,0.0
KMQ93947.1,XP_012168080.1,3e-07
KMQ93948.1,XP_012169801.1,0.0
KMQ93948.1,XP_012169801.1,2e-60
KMQ93949.1,XP_012172371.1,5e-63
KMQ93950.1,XP_012172367.1,5e-179
KMQ93950.1,XP_012172367.1,3e-91
KMQ93951.1,XP_012172364.1,0.0
KMQ93952.1,XP_003398932.1,0.0
KMQ93953.1,XP_003398933.1,0.0
KMQ93954.1,XP_003400500.1,1e-114
KMQ93955.1,XP_003393444.1,8e-152
KMQ93956.1,XP_003393443.1,0.0
KMQ93957.1,XP_003400499.1,0.0
KMQ93959.1,XP_012170213.1,1e-05
KMQ93960.1,XP_012166417.1,1e-36
KMQ93961.1,XP_003397108.1,1e-81
KMQ93962.1,XP_003397107.2,2e-39
KMQ93963.1,XP_012175409.1,2e-119
KMQ93964.1,XP_003400845.1,8e-37
KMQ93965.1,XP_012176628.1,0.0
KMQ93966.1,XP_003393031.1,4e-23
KMQ93967.1,XP_012176732.1,9e-148
KMQ93968.1,XP_012166134.1,0.0
KMQ93969.1,XP_012165541.1,0.0
KMQ93970.1,XP_012165549.1,5e-52
KMQ93971.1,XP_012172723.1,0.0
KMQ93972.1,XP_003397348.1,0.0
KMQ93973.1,XP_012166620.1,3e-87
KMQ93974.1,XP_003393784.1,0.0
KMQ93976.1,XP_012167122.1,2e-109
KMQ93976.1,XP_012167122.1,2e-72
KMQ93976.1,XP_012167122.1,2e-05
KMQ93976.1,XP_012167122.1,7e-05
KMQ93977.1,XP_003394178.2,0.0
KMQ93979.1,XP_012175328.1,2e-34
KMQ93980.1,XP_012174005.1,2e-24
KMQ93981.1,XP_012174411.1,1e-67
KMQ93982.1,XP_012175336.1,5e-08
KMQ93985.1,XP_012174539.1,5e-149
KMQ93986.1,XP_012173235.1,0.0
KMQ93987.1,XP_003401849.1,0.0
KMQ93988.1,XP_003396609.1,8e-78
KMQ93989.1,XP_012165639.1,0.0
KMQ93990.1,XP_003399715.1,3e-72
KMQ93994.1,XP_012171983.1,6e-150
KMQ93995.1,XP_012174242.1,4e-14
KMQ93996.1,XP_012169650.1,0.0
KMQ93997.1,XP_003399320.1,3e-18
KMQ93998.1,XP_012171630.1,0.0
KMQ93999.1,XP_003400749.1,3e-177
KMQ94000.1,XP_003400931.1,5e-96
KMQ94001.1,XP_003400334.2,3e-42
KMQ94003.1,XP_012170826.1,0.0
KMQ94004.1,XP_012170841.1,2e-70
KMQ94008.1,XP_012175519.1,1e-24
KMQ94009.1,XP_003396924.1,8e-35
KMQ94010.1,XP_003396471.1,0.0
KMQ94011.1,XP_012165684.1,7e-65
KMQ94012.1,XP_003401206.1,2e-35
KMQ94013.1,XP_003401205.1,4e-75
KMQ94014.1,XP_012172850.1,0.0
KMQ94014.1,XP_012172850.1,1e-109
KMQ94014.1,XP_012172850.1,1e-69
KMQ94014.1,XP_012172850.1,1e-26
KMQ94015.1,XP_012168986.1,6e-64
KMQ94016.1,XP_003401079.1,0.0
KMQ94017.1,XP_003401079.1,0.0
KMQ94018.1,XP_012172220.1,2e-158
KMQ94019.1,XP_012175202.1,8e-36
KMQ94020.1,XP_003396709.1,7e-121
KMQ94021.1,XP_003397559.1,0.0
KMQ94022.1,XP_012170714.1,0.0
KMQ94022.1,XP_012170714.1,3e-18
KMQ94023.1,XP_003400094.1,0.0
KMQ94024.1,XP_003403370.2,7e-176
KMQ94025.1,XP_003403369.1,2e-178
KMQ94026.1,XP_012175429.1,0.0
KMQ94026.1,XP_012175429.1,1e-62
KMQ94027.1,XP_012167162.1,0.0
KMQ94028.1,XP_012167159.1,2e-116
KMQ94028.1,XP_012167159.1,3e-70
KMQ94029.1,XP_003403182.1,9e-73
KMQ94031.1,XP_003400300.1,2e-49
KMQ94032.1,XP_012169493.1,0.0
KMQ94033.1,XP_012169017.1,5e-134
KMQ94035.1,XP_012174551.1,3e-107
KMQ94036.1,XP_012174549.1,0.0
KMQ94036.1,XP_012174549.1,8e-05
KMQ94037.1,XP_012176624.1,3e-78
KMQ94040.1,XP_012175519.1,3e-05
KMQ94041.1,XP_012175519.1,2e-19
KMQ94044.1,XP_012169724.1,0.0
KMQ94045.1,XP_012169724.1,0.0
KMQ94046.1,XP_003396641.1,0.0
KMQ94047.1,XP_012165347.1,2e-159
KMQ94048.1,XP_012165346.1,4e-83
KMQ94050.1,XP_003400318.1,1e-33
KMQ94051.1,XP_012168791.1,0.0
KMQ94053.1,XP_012168797.1,1e-32
KMQ94054.1,XP_003401258.2,0.0
KMQ94055.1,XP_012173609.1,2e-39
KMQ94056.1,XP_003395513.1,1e-42
KMQ94057.1,XP_012174668.1,1e-05
KMQ94059.1,XP_012171480.1,3e-23
KMQ94060.1,XP_003394656.1,2e-24
KMQ94061.1,XP_003394656.1,0.0
KMQ94061.1,XP_003394656.1,3e-34
KMQ94061.1,XP_003394656.1,2e-30
KMQ94061.1,XP_003394656.1,1e-23
KMQ94061.1,XP_003394656.1,2e-06
KMQ94062.1,XP_012174662.1,0.0
KMQ94063.1,XP_012174655.1,0.0
KMQ94064.1,XP_012163314.1,0.0
KMQ94064.1,XP_012163314.1,3e-169
KMQ94064.1,XP_012163314.1,2e-132
KMQ94064.1,XP_012163314.1,1e-118
KMQ94064.1,XP_012163314.1,2e-94
KMQ94065.1,XP_003401260.1,5e-110
KMQ94066.1,XP_003401126.1,2e-101
KMQ94068.1,XP_012175268.1,8e-11
KMQ94069.1,XP_012169619.1,0.0
KMQ94070.1,XP_003400924.1,3e-95
KMQ94070.1,XP_003400924.1,8e-89
KMQ94071.1,XP_003400946.1,9e-68
KMQ94072.1,XP_012173299.1,1e-96
KMQ94073.1,XP_012164117.1,0.0
KMQ94073.1,XP_012164117.1,8e-33
KMQ94074.1,XP_012170300.1,0.0
KMQ94074.1,XP_012170300.1,8e-06
KMQ94074.1,XP_012170300.1,6e-05
KMQ94075.1,XP_012170299.1,1e-54
KMQ94076.1,XP_012170301.1,0.0
KMQ94077.1,XP_003394638.1,0.0
KMQ94078.1,XP_012170087.1,2e-67
KMQ94080.1,XP_012176065.1,7e-13
KMQ94080.1,XP_012176065.1,1e-08
KMQ94081.1,XP_012174241.1,0.0
KMQ94082.1,XP_012174241.1,0.0
KMQ94083.1,XP_003401590.1,0.0
KMQ94087.1,XP_012171989.1,6e-24
KMQ94088.1,XP_012173831.1,2e-32
KMQ94089.1,XP_012176306.1,9e-25
KMQ94091.1,XP_003394836.1,0.0
KMQ94093.1,XP_012176756.1,0.0
KMQ94094.1,XP_012165441.1,0.0
KMQ94095.1,XP_012164174.1,1e-159
KMQ94097.1,XP_012170560.1,9e-112
KMQ94098.1,XP_003398201.1,1e-51
KMQ94098.1,XP_003398201.1,3e-31
KMQ94099.1,XP_012168890.1,0.0
KMQ94100.1,XP_012176716.1,3e-144
KMQ94100.1,XP_012176716.1,3e-84
KMQ94101.1,XP_012164156.1,3e-54
KMQ94102.1,XP_012166303.1,1e-41
KMQ94103.1,NP_001267845.1,6e-88
KMQ94105.1,XP_003397030.1,6e-114
KMQ94106.1,XP_012171993.1,1e-20
KMQ94107.1,XP_003402526.2,2e-85
KMQ94108.1,XP_012170948.1,2e-72
KMQ94109.1,XP_012171200.1,0.0
KMQ94110.1,XP_012164720.1,8e-27
KMQ94111.1,XP_012164720.1,3e-40
KMQ94112.1,XP_012164720.1,6e-90
KMQ94113.1,XP_012172237.1,0.0
KMQ94114.1,XP_012172235.1,0.0
KMQ94115.1,XP_012169506.1,4e-164
KMQ94116.1,XP_003400160.1,1e-95
KMQ94117.1,XP_003396547.2,1e-112
KMQ94118.1,XP_003400159.2,8e-153
KMQ94119.1,XP_012163715.1,4e-73
KMQ94120.1,XP_012163407.1,1e-107
KMQ94121.1,XP_012176525.1,1e-12
KMQ94122.1,XP_012174605.1,2e-93
KMQ94123.1,XP_012174607.1,1e-46
KMQ94124.1,XP_012170581.1,2e-91
KMQ94125.1,XP_012174757.1,1e-58
KMQ94126.1,XP_012168131.1,0.0
KMQ94127.1,XP_003402010.2,4e-96
KMQ94127.1,XP_003402010.2,2e-81
KMQ94128.1,XP_012168164.1,0.0
KMQ94129.1,XP_012166184.1,0.0
KMQ94130.1,XP_003396046.1,4e-100
KMQ94131.1,XP_003396140.1,5e-121
KMQ94131.1,XP_003396140.1,4e-33
KMQ94132.1,XP_003396138.1,4e-54
KMQ94133.1,XP_003396086.1,1e-08
KMQ94134.1,XP_012172115.1,1e-67
KMQ94136.1,XP_012170532.1,0.0
KMQ94137.1,XP_012170531.1,0.0
KMQ94138.1,XP_003399876.1,0.0
KMQ94139.1,XP_012171051.1,0.0
KMQ94140.1,XP_003400268.1,0.0
KMQ94141.1,XP_003400267.1,3e-93
KMQ94142.1,XP_003400264.2,3e-140
KMQ94145.1,XP_003397228.1,0.0
KMQ94146.1,XP_003393623.1,5e-92
KMQ94147.1,XP_012170787.1,3e-55
KMQ94148.1,XP_012170786.1,1e-54
KMQ94149.1,XP_003397627.1,2e-40
KMQ94150.1,XP_003397628.1,1e-68
KMQ94151.1,XP_003392951.1,8e-138
KMQ94152.1,XP_012173734.1,0.0
KMQ94153.1,XP_012171251.1,4e-68
KMQ94154.1,XP_012166058.1,0.0
KMQ94155.1,XP_003401753.1,8e-119
KMQ94155.1,XP_003401753.1,2e-71
KMQ94156.1,XP_003403073.1,4e-63
KMQ94157.1,XP_003396491.1,2e-149
KMQ94158.1,XP_003400481.1,0.0
KMQ94159.1,XP_012167824.1,2e-98
KMQ94160.1,XP_012167818.1,2e-83
KMQ94161.1,XP_003399393.1,6e-37
KMQ94162.1,XP_012174158.1,1e-75
KMQ94163.1,XP_012167133.1,0.0
KMQ94164.1,XP_003396152.1,3e-126
KMQ94165.1,XP_012176649.1,2e-26
KMQ94166.1,XP_012168803.1,2e-48
KMQ94167.1,XP_003396020.1,0.0
KMQ94168.1,XP_003396021.1,0.0
KMQ94169.1,XP_012170993.1,0.0
KMQ94170.1,XP_012167851.1,2e-102
KMQ94170.1,XP_012167851.1,5e-08
KMQ94171.1,XP_012167852.1,0.0
KMQ94172.1,XP_012174673.1,0.0
KMQ94173.1,XP_012174612.1,0.0
KMQ94174.1,XP_012175261.1,7e-127
KMQ94175.1,XP_012167419.1,3e-136
KMQ94175.1,XP_012167419.1,2e-42
KMQ94176.1,XP_012167419.1,6e-120
KMQ94176.1,XP_012167419.1,1e-52
KMQ94177.1,XP_012165351.1,0.0
KMQ94178.1,XP_012173672.1,6e-75
KMQ94179.1,XP_003402118.1,4e-145
KMQ94180.1,XP_003402116.1,3e-146
KMQ94180.1,XP_003402116.1,1e-103
KMQ94181.1,XP_003402761.1,7e-58
KMQ94182.1,XP_003395486.1,0.0
KMQ94183.1,XP_003395866.1,0.0
KMQ94184.1,XP_012176529.1,0.0
KMQ94185.1,XP_012166254.1,0.0
KMQ94186.1,XP_012166254.1,1e-68
KMQ94187.1,XP_012163855.1,2e-61
KMQ94188.1,XP_003395430.1,7e-102
KMQ94188.1,XP_003395430.1,6e-41
KMQ94189.1,XP_012163857.1,0.0
KMQ94190.1,XP_012163860.1,0.0
KMQ94191.1,XP_012169318.1,3e-137
KMQ94192.1,XP_012166576.1,0.0
KMQ94193.1,XP_003397231.1,7e-77
KMQ94194.1,XP_003402665.1,0.0
KMQ94195.1,XP_003402666.1,1e-100
KMQ94198.1,XP_003397568.1,0.0
KMQ94199.1,XP_012166802.1,0.0
KMQ94199.1,XP_012166802.1,5e-53
KMQ94200.1,XP_012166802.1,2e-74
KMQ94201.1,XP_012171779.1,3e-23
KMQ94202.1,XP_012171775.1,0.0
KMQ94203.1,XP_003400409.2,1e-102
KMQ94204.1,XP_012166792.1,7e-47
KMQ94205.1,XP_012166793.1,3e-44
KMQ94206.1,XP_003397563.1,2e-46
KMQ94207.1,XP_012170912.1,1e-96
KMQ94208.1,XP_003400159.2,1e-08
KMQ94209.1,XP_003401111.1,2e-28
KMQ94210.1,XP_003401111.1,2e-28
KMQ94211.1,XP_012173521.1,0.0
KMQ94212.1,XP_012164532.1,4e-135
KMQ94213.1,XP_003394622.1,4e-50
KMQ94214.1,XP_012176580.1,0.0
KMQ94215.1,XP_012172967.1,0.0
KMQ94215.1,XP_012172967.1,5e-121
KMQ94215.1,XP_012172967.1,3e-110
KMQ94215.1,XP_012172967.1,8e-109
KMQ94215.1,XP_012172967.1,1e-97
KMQ94215.1,XP_012172967.1,2e-75
KMQ94215.1,XP_012172967.1,3e-54
KMQ94215.1,XP_012172967.1,4e-54
KMQ94215.1,XP_012172967.1,1e-51
KMQ94215.1,XP_012172967.1,9e-29
KMQ94215.1,XP_012172967.1,8e-13
KMQ94215.1,XP_012172967.1,1e-07
KMQ94215.1,XP_012172967.1,3e-05
KMQ94215.1,XP_012172967.1,7e-05
KMQ94216.1,XP_012170980.1,2e-84
KMQ94217.1,XP_012170980.1,0.0
KMQ94218.1,XP_012170978.1,0.0
KMQ94220.1,XP_012163149.1,0.0
KMQ94222.1,XP_003398146.1,3e-118
KMQ94223.1,XP_012174625.1,3e-17
KMQ94223.1,XP_012174625.1,1e-14
KMQ94225.1,XP_003394082.1,4e-18
KMQ94227.1,XP_003395481.2,2e-117
KMQ94228.1,XP_003394132.1,1e-10
KMQ94229.1,XP_012163994.1,9e-144
KMQ94231.1,XP_012169169.1,0.0
KMQ94232.1,XP_012169173.1,1e-127
KMQ94233.1,XP_003399845.1,2e-45
KMQ94234.1,XP_012170485.1,3e-108
KMQ94235.1,XP_012170485.1,5e-62
KMQ94236.1,XP_012170484.1,2e-81
KMQ94236.1,XP_012170484.1,8e-45
KMQ94237.1,XP_012173730.1,0.0
KMQ94238.1,XP_003402153.1,7e-114
KMQ94238.1,XP_003402153.1,9e-07
KMQ94240.1,XP_003394236.1,2e-153
KMQ94240.1,XP_003394236.1,4e-21
KMQ94241.1,XP_003394237.1,0.0
KMQ94244.1,XP_003396702.2,0.0
KMQ94244.1,XP_003396702.2,1e-69
KMQ94245.1,XP_003396702.2,8e-119
KMQ94245.1,XP_003396702.2,1e-70
KMQ94246.1,XP_003403092.1,8e-171
KMQ94247.1,XP_012175087.1,6e-162
KMQ94248.1,XP_012175085.1,0.0
KMQ94249.1,XP_003401061.1,2e-51
KMQ94250.1,XP_003401063.1,0.0
KMQ94251.1,XP_012172201.1,0.0
KMQ94252.1,XP_012172522.1,0.0
KMQ94253.1,XP_012167580.1,5e-09
KMQ94254.1,XP_012167045.1,8e-09
KMQ94255.1,XP_012163497.1,0.0
KMQ94256.1,XP_003402259.1,0.0
KMQ94257.1,XP_012169661.1,6e-144
KMQ94258.1,XP_012169662.1,0.0
KMQ94259.1,XP_012164122.1,4e-118
KMQ94260.1,XP_012164202.1,0.0
KMQ94260.1,XP_012164202.1,4e-45
KMQ94261.1,XP_012163929.1,0.0
KMQ94262.1,XP_003394323.1,0.0
KMQ94263.1,XP_012166760.1,0.0
KMQ94264.1,XP_012166755.1,0.0
KMQ94265.1,XP_003393090.1,0.0
KMQ94265.1,XP_003393090.1,2e-174
KMQ94265.1,XP_003393090.1,1e-172
KMQ94265.1,XP_003393090.1,3e-156
KMQ94265.1,XP_003393090.1,3e-87
KMQ94265.1,XP_003393090.1,5e-13
KMQ94266.1,XP_003392930.1,6e-34
KMQ94267.1,XP_012169668.1,4e-79
KMQ94267.1,XP_012169668.1,5e-07
KMQ94268.1,XP_003398674.1,0.0
KMQ94269.1,XP_003398689.1,0.0
KMQ94270.1,XP_012168568.1,0.0
KMQ94271.1,XP_012173163.1,0.0
KMQ94272.1,XP_012173162.1,0.0
KMQ94273.1,XP_012170946.1,4e-164
KMQ94274.1,XP_012170945.1,0.0
KMQ94275.1,XP_012170940.1,2e-42
KMQ94276.1,XP_012168451.1,2e-21
KMQ94277.1,XP_012168357.1,1e-45
KMQ94278.1,XP_003395723.2,0.0
KMQ94279.1,XP_012175107.1,0.0
KMQ94280.1,XP_003403115.1,1e-61
KMQ94281.1,XP_003403115.1,4e-110
KMQ94282.1,XP_003401419.2,3e-93
KMQ94282.1,XP_003401419.2,6e-23
KMQ94283.1,XP_012172593.1,2e-120
KMQ94284.1,XP_003397817.1,2e-11
KMQ94285.1,XP_012167389.1,4e-166
KMQ94285.1,XP_012167389.1,3e-28
KMQ94286.1,XP_003403317.1,0.0
KMQ94287.1,XP_003397599.1,0.0
KMQ94288.1,XP_003396839.1,0.0
KMQ94289.1,XP_012173688.1,0.0
KMQ94290.1,XP_012165162.1,0.0
KMQ94291.1,XP_012170768.1,0.0
KMQ94292.1,XP_012169381.1,0.0
KMQ94293.1,XP_003399132.1,1e-180
KMQ94294.1,XP_012169394.1,0.0
KMQ94295.1,XP_012163881.1,4e-57
KMQ94296.1,XP_012171756.1,0.0
KMQ94297.1,XP_012171749.1,2e-51
KMQ94298.1,XP_012172087.1,0.0
KMQ94299.1,XP_012172087.1,5e-14
KMQ94301.1,XP_003399700.1,0.0
KMQ94302.1,XP_012172725.1,0.0
KMQ94303.1,XP_003401492.1,3e-36
KMQ94304.1,XP_012171693.1,4e-44
KMQ94305.1,XP_003401313.1,0.0
KMQ94306.1,XP_012172491.1,0.0
KMQ94307.1,XP_012169216.1,9e-87
KMQ94308.1,XP_012169208.1,0.0
KMQ94309.1,XP_012169203.1,0.0
KMQ94310.1,XP_012171230.1,0.0
KMQ94311.1,XP_012172035.1,0.0
KMQ94312.1,XP_003393645.1,0.0
KMQ94313.1,XP_012163446.1,1e-41
KMQ94314.1,XP_012170761.1,0.0
