lf,am,evalue
TRINITY_DN23970_c0_g1_i1|m.11791,XP_012167992.1,6e-76
TRINITY_DN23977_c0_g1_i1|m.11788,XP_012163420.1,9e-24
TRINITY_DN23991_c0_g1_i1|m.11782,XP_012164925.1,8e-95
TRINITY_DN23995_c0_g1_i1|m.11810,XP_003393727.1,2e-14
TRINITY_DN24003_c0_g1_i1|m.31165,XP_012174193.1,0.0
TRINITY_DN24005_c0_g1_i1|m.31171,XP_012170656.1,3e-75
TRINITY_DN24005_c0_g1_i1|m.31171,XP_012170656.1,4e-20
TRINITY_DN24005_c0_g1_i1|m.31171,XP_012170656.1,3e-16
TRINITY_DN24005_c0_g1_i1|m.31171,XP_012170656.1,6e-13
TRINITY_DN24005_c0_g1_i1|m.31171,XP_012170656.1,6e-08
TRINITY_DN24005_c0_g1_i1|m.31171,XP_012170656.1,1e-07
TRINITY_DN24005_c0_g1_i1|m.31171,XP_012170656.1,5e-07
TRINITY_DN2400_c0_g2_i1|m.11196,XP_003401878.1,5e-62
TRINITY_DN2400_c0_g2_i1|m.11196,XP_003401878.1,3e-17
TRINITY_DN2400_c0_g2_i1|m.11196,XP_003401878.1,9e-09
TRINITY_DN24031_c0_g1_i1|m.31172,XP_003398876.1,2e-160
TRINITY_DN24031_c0_g1_i1|m.31172,XP_003398876.1,5e-07
TRINITY_DN24031_c0_g1_i1|m.31172,XP_003398876.1,2e-05
TRINITY_DN24034_c0_g1_i1|m.31175,XP_012171990.1,2e-35
TRINITY_DN24039_c0_g1_i1|m.31164,XP_003395670.1,3e-80
TRINITY_DN24040_c0_g1_i1|m.31154,XP_003398753.1,0.0
TRINITY_DN24044_c0_g1_i1|m.31157,XP_003398032.1,3e-101
TRINITY_DN24045_c0_g1_i1|m.31147,XP_003398323.1,9e-67
TRINITY_DN24051_c0_g1_i1|m.31159,XP_003397289.2,1e-146
TRINITY_DN24057_c0_g1_i1|m.31152,XP_003400189.1,1e-81
TRINITY_DN24074_c0_g1_i1|m.31170,XP_012165074.1,2e-64
TRINITY_DN24085_c0_g1_i1|m.31173,XP_012164826.1,3e-16
TRINITY_DN24099_c0_g1_i1|m.31176,XP_003401693.1,4e-61
TRINITY_DN2410_c0_g1_i1|m.11253,XP_012167351.1,2e-136
TRINITY_DN2410_c0_g2_i1|m.11255,XP_012167351.1,4e-138
TRINITY_DN24113_c0_g1_i1|m.26993,XP_012166274.1,1e-79
TRINITY_DN24118_c0_g1_i1|m.26978,XP_012174528.1,2e-24
TRINITY_DN2411_c0_g1_i1|m.11204,XP_003396705.1,2e-17
TRINITY_DN24121_c0_g1_i1|m.26985,XP_012170783.1,5e-144
TRINITY_DN24132_c0_g1_i1|m.26994,XP_012173775.1,8e-90
TRINITY_DN2413_c0_g1_i1|m.11232,XP_003396199.1,5e-09
TRINITY_DN2413_c0_g2_i1|m.11235,XP_003396199.1,5e-08
TRINITY_DN24145_c0_g1_i1|m.26988,XP_003400944.1,4e-117
TRINITY_DN24156_c0_g1_i1|m.26984,XP_003394692.1,1e-104
TRINITY_DN24171_c0_g1_i1|m.26997,XP_003398240.1,5e-57
TRINITY_DN24178_c0_g1_i1|m.26976,XP_012165382.1,5e-05
TRINITY_DN24179_c0_g1_i1|m.26975,XP_012170934.1,2e-46
TRINITY_DN2417_c0_g1_i1|m.11214,XP_012163668.1,1e-101
TRINITY_DN24194_c0_g1_i1|m.26980,XP_012173203.1,2e-13
TRINITY_DN24197_c0_g1_i1|m.26982,XP_012170326.1,8e-20
TRINITY_DN2419_c0_g1_i1|m.11264,XP_003399622.1,3e-87
TRINITY_DN2419_c0_g2_i1|m.11265,XP_003399622.1,2e-68
TRINITY_DN24203_c0_g1_i1|m.45147,XP_012164683.1,1e-07
TRINITY_DN2420_c0_g1_i1|m.11266,XP_012172590.1,7e-123
TRINITY_DN24210_c0_g1_i1|m.45144,XP_003399457.2,1e-86
TRINITY_DN24212_c0_g1_i1|m.45150,XP_012173628.1,3e-72
TRINITY_DN24222_c0_g1_i1|m.45161,XP_003397661.1,1e-95
TRINITY_DN24228_c0_g1_i1|m.45167,XP_012169655.1,2e-33
TRINITY_DN24231_c0_g1_i1|m.45176,XP_012165726.1,2e-63
TRINITY_DN24238_c0_g1_i1|m.45146,XP_012173001.1,2e-50
TRINITY_DN24243_c0_g1_i1|m.45174,XP_012166593.1,4e-11
TRINITY_DN24247_c0_g1_i1|m.45181,XP_012163860.1,0.0
TRINITY_DN24253_c0_g1_i1|m.45177,XP_012175688.1,9e-23
TRINITY_DN24270_c0_g1_i1|m.45148,XP_003399910.1,3e-67
TRINITY_DN24282_c0_g1_i1|m.45165,XP_012168478.1,1e-140
TRINITY_DN24283_c0_g1_i1|m.45157,XP_012164348.1,4e-55
TRINITY_DN24288_c0_g1_i1|m.45170,XP_003397508.1,3e-180
TRINITY_DN24295_c0_g1_i1|m.45175,XP_003393301.1,9e-152
TRINITY_DN24301_c0_g1_i1|m.49187,XP_003394903.1,1e-89
TRINITY_DN24303_c0_g1_i1|m.49190,XP_012172301.1,9e-21
TRINITY_DN24304_c0_g1_i1|m.49176,XP_012165580.1,9e-53
TRINITY_DN24305_c0_g1_i1|m.49195,XP_012172464.1,4e-39
TRINITY_DN24311_c0_g1_i1|m.49158,XP_012168776.1,1e-92
TRINITY_DN24311_c0_g1_i1|m.49158,XP_012168776.1,5e-27
TRINITY_DN24328_c0_g1_i1|m.49172,XP_012166942.1,0.0
TRINITY_DN24332_c0_g1_i1|m.49169,XP_012170797.1,4e-33
TRINITY_DN24336_c0_g1_i1|m.49189,XP_003393892.1,1e-42
TRINITY_DN2433_c0_g1_i1|m.11272,XP_003400624.1,2e-58
TRINITY_DN2433_c0_g2_i1|m.11273,XP_003400624.1,2e-45
TRINITY_DN24340_c0_g1_i1|m.49198,XP_003395123.1,3e-69
TRINITY_DN24345_c0_g1_i1|m.49188,XP_003401172.1,4e-63
TRINITY_DN24368_c0_g1_i1|m.49175,XP_012169981.1,6e-76
TRINITY_DN24385_c0_g1_i1|m.49192,XP_012176205.1,6e-11
TRINITY_DN24388_c0_g1_i1|m.49197,XP_003393988.2,8e-45
TRINITY_DN2440_c0_g1_i1|m.11260,XP_012168601.1,5e-101
TRINITY_DN24417_c0_g1_i1|m.14254,XP_003403020.2,7e-35
TRINITY_DN24428_c0_g1_i1|m.14234,XP_012167044.1,6e-13
TRINITY_DN24429_c0_g1_i1|m.14258,XP_012166155.1,1e-120
TRINITY_DN24434_c0_g1_i1|m.14257,XP_003393461.1,5e-55
TRINITY_DN24447_c0_g1_i1|m.14255,XP_012175947.1,6e-111
TRINITY_DN24447_c0_g1_i1|m.14255,XP_012175947.1,1e-40
TRINITY_DN24447_c0_g1_i1|m.14255,XP_012175947.1,3e-40
TRINITY_DN24447_c0_g1_i1|m.14255,XP_012175947.1,4e-38
TRINITY_DN24447_c0_g1_i1|m.14255,XP_012175947.1,3e-32
TRINITY_DN24447_c0_g1_i1|m.14255,XP_012175947.1,6e-30
TRINITY_DN24447_c0_g1_i1|m.14255,XP_012175947.1,1e-28
TRINITY_DN24447_c0_g1_i1|m.14255,XP_012175947.1,6e-27
TRINITY_DN24447_c0_g1_i1|m.14255,XP_012175947.1,3e-26
TRINITY_DN24447_c0_g1_i1|m.14255,XP_012175947.1,2e-24
TRINITY_DN24447_c0_g1_i1|m.14255,XP_012175947.1,3e-20
TRINITY_DN24447_c0_g1_i1|m.14255,XP_012175947.1,3e-18
TRINITY_DN24447_c0_g1_i1|m.14255,XP_012175947.1,6e-18
TRINITY_DN24447_c0_g1_i1|m.14255,XP_012175947.1,7e-13
TRINITY_DN24454_c0_g1_i1|m.14248,XP_012169873.1,3e-72
TRINITY_DN24466_c0_g1_i1|m.14245,XP_012169864.1,1e-92
TRINITY_DN24467_c0_g1_i1|m.14243,XP_012163841.1,0.0
TRINITY_DN24469_c0_g1_i1|m.14236,XP_003402886.1,3e-121
TRINITY_DN2446_c0_g1_i1|m.11259,XP_012174702.1,6e-48
TRINITY_DN24484_c0_g1_i1|m.14253,XP_003396491.1,8e-116
TRINITY_DN24485_c0_g1_i1|m.14246,XP_012173720.1,2e-19
TRINITY_DN24491_c0_g1_i1|m.14259,XP_012171828.1,6e-28
TRINITY_DN24500_c0_g1_i1|m.42612,XP_003393250.1,1e-73
TRINITY_DN24503_c0_g1_i1|m.42616,XP_012164319.1,2e-57
TRINITY_DN24510_c0_g1_i1|m.42609,XP_012163356.1,9e-99
TRINITY_DN24516_c0_g1_i1|m.42604,XP_012165652.1,2e-147
TRINITY_DN24516_c0_g1_i1|m.42604,XP_012165652.1,5e-08
TRINITY_DN24521_c0_g1_i1|m.42605,XP_003396183.1,7e-50
TRINITY_DN2452_c0_g2_i1|m.11238,XP_003395110.2,1e-87
TRINITY_DN24534_c0_g1_i1|m.42601,XP_012174799.1,2e-67
TRINITY_DN24536_c0_g1_i1|m.42622,XP_012169509.1,2e-23
TRINITY_DN24539_c0_g1_i1|m.42597,XP_012171900.1,6e-126
TRINITY_DN24539_c0_g1_i1|m.42597,XP_012171900.1,2e-07
TRINITY_DN24551_c0_g1_i1|m.42620,XP_012164643.1,2e-108
TRINITY_DN24568_c0_g1_i1|m.42618,XP_012174075.1,1e-53
TRINITY_DN24589_c0_g1_i1|m.42611,XP_012173359.1,3e-42
TRINITY_DN24616_c0_g1_i1|m.43913,XP_012163285.1,2e-50
TRINITY_DN24621_c0_g1_i1|m.43903,XP_012174988.1,1e-90
TRINITY_DN24622_c0_g1_i1|m.43923,XP_003397247.1,1e-134
TRINITY_DN2462_c0_g1_i1|m.11236,XP_003402271.1,7e-06
TRINITY_DN24630_c0_g1_i1|m.43918,XP_003395458.1,1e-47
TRINITY_DN24635_c0_g1_i1|m.43924,XP_003394674.1,5e-79
TRINITY_DN2463_c0_g1_i1|m.11226,XP_003401903.1,1e-61
TRINITY_DN24663_c0_g1_i1|m.43925,XP_003396591.1,1e-22
TRINITY_DN24678_c0_g1_i1|m.43907,XP_012175952.1,2e-62
TRINITY_DN2467_c0_g1_i1|m.11207,XP_003396389.1,2e-132
TRINITY_DN2467_c0_g2_i1|m.11208,XP_003396389.1,2e-132
TRINITY_DN24684_c0_g1_i1|m.43914,XP_012173571.1,1e-52
TRINITY_DN24685_c0_g1_i1|m.43926,XP_012176730.1,5e-37
TRINITY_DN24701_c0_g1_i1|m.42557,XP_012173537.1,3e-62
TRINITY_DN24701_c0_g1_i1|m.42557,XP_012173537.1,5e-07
TRINITY_DN24705_c0_g1_i1|m.42570,XP_012167841.1,1e-27
TRINITY_DN24708_c0_g1_i1|m.42563,XP_012173001.1,9e-52
TRINITY_DN24715_c0_g1_i1|m.42566,XP_012163790.1,2e-67
TRINITY_DN24738_c0_g1_i1|m.42572,XP_003398306.1,2e-21
TRINITY_DN24746_c0_g1_i1|m.42569,XP_012170205.1,1e-100
TRINITY_DN2475_c0_g2_i1|m.11213,XP_012172022.1,6e-70
TRINITY_DN24764_c0_g1_i1|m.42561,XP_012170706.1,6e-66
TRINITY_DN24764_c0_g1_i1|m.42561,XP_012170706.1,2e-11
TRINITY_DN24764_c0_g1_i1|m.42561,XP_012170706.1,3e-09
TRINITY_DN24776_c0_g1_i1|m.42568,XP_012166208.1,1e-09
TRINITY_DN24779_c0_g1_i1|m.42573,XP_003402779.1,4e-66
TRINITY_DN24786_c0_g1_i1|m.42571,XP_012174866.1,6e-73
TRINITY_DN24787_c0_g1_i1|m.42555,XP_012168182.1,8e-65
TRINITY_DN24790_c0_g1_i1|m.42564,XP_003397535.2,6e-20
TRINITY_DN24796_c0_g1_i1|m.42567,XP_012169864.1,2e-155
TRINITY_DN247_c0_g1_i1|m.27901,XP_003395070.1,0.0
TRINITY_DN24801_c0_g1_i1|m.25692,XP_012173034.1,7e-82
TRINITY_DN2480_c0_g1_i1|m.11219,XP_012169763.1,5e-167
TRINITY_DN24810_c0_g1_i1|m.25672,XP_003396161.1,1e-51
TRINITY_DN24815_c0_g1_i1|m.25677,XP_012174528.1,2e-13
TRINITY_DN24824_c0_g1_i1|m.25684,XP_012166877.1,3e-21
TRINITY_DN24827_c0_g1_i1|m.25690,XP_012168792.1,3e-109
TRINITY_DN2482_c0_g1_i1|m.11261,XP_012176616.1,1e-100
TRINITY_DN2482_c0_g2_i1|m.11263,XP_012176616.1,1e-67
TRINITY_DN24834_c0_g1_i1|m.25686,XP_012176473.1,1e-80
TRINITY_DN24836_c0_g1_i1|m.25679,XP_012163888.1,1e-62
TRINITY_DN24841_c0_g1_i1|m.25673,XP_012175829.1,1e-28
TRINITY_DN24842_c0_g1_i1|m.25688,XP_012176731.1,4e-67
TRINITY_DN24851_c0_g1_i1|m.25685,XP_012163589.1,3e-120
TRINITY_DN24855_c0_g1_i1|m.25670,XP_012167639.1,2e-68
TRINITY_DN2485_c0_g1_i1|m.11199,XP_003400501.2,4e-160
TRINITY_DN2485_c0_g2_i1|m.11201,XP_003400501.2,5e-127
TRINITY_DN24860_c0_g1_i1|m.25669,XP_012175697.1,7e-40
TRINITY_DN24860_c0_g1_i1|m.25669,XP_012175697.1,9e-06
TRINITY_DN24860_c0_g1_i1|m.25669,XP_012175697.1,8e-05
TRINITY_DN24864_c0_g1_i1|m.25691,XP_003397702.1,3e-58
TRINITY_DN2486_c0_g2_i1|m.11197,XP_012164129.1,3e-39
TRINITY_DN2486_c0_g3_i1|m.11198,XP_012164129.1,8e-63
TRINITY_DN24870_c0_g1_i1|m.25681,XP_012164306.1,1e-75
TRINITY_DN24870_c0_g2_i1|m.25682,XP_012164306.1,1e-80
TRINITY_DN24870_c0_g3_i1|m.25683,XP_012164306.1,1e-80
TRINITY_DN24876_c0_g1_i1|m.25689,XP_012163121.1,2e-39
TRINITY_DN24888_c0_g1_i1|m.25680,XP_003393385.1,3e-89
TRINITY_DN24889_c0_g1_i1|m.25668,XP_003399478.1,7e-115
TRINITY_DN2489_c0_g1_i1|m.11248,XP_012167964.1,1e-95
TRINITY_DN2489_c0_g1_i1|m.11248,XP_012167964.1,2e-48
TRINITY_DN2489_c0_g1_i1|m.11248,XP_012167964.1,2e-39
TRINITY_DN2489_c0_g1_i1|m.11248,XP_012167964.1,2e-35
TRINITY_DN2489_c1_g1_i1|m.11251,XP_012167965.1,9e-40
TRINITY_DN2489_c1_g1_i1|m.11251,XP_012167965.1,6e-17
TRINITY_DN2489_c1_g1_i1|m.11251,XP_012167965.1,1e-16
TRINITY_DN2489_c1_g1_i1|m.11251,XP_012167965.1,2e-15
TRINITY_DN2489_c1_g1_i1|m.11251,XP_012167965.1,3e-13
TRINITY_DN2489_c1_g1_i1|m.11251,XP_012167965.1,5e-13
TRINITY_DN2489_c1_g1_i1|m.11251,XP_012167965.1,3e-09
TRINITY_DN24903_c0_g1_i1|m.2489,XP_012175946.1,8e-58
TRINITY_DN2490_c0_g1_i1|m.11245,XP_003396560.1,2e-149
TRINITY_DN24937_c0_g1_i1|m.2484,XP_003401844.1,1e-59
TRINITY_DN2493_c0_g1_i1|m.11221,XP_003398354.1,5e-94
TRINITY_DN2493_c0_g1_i1|m.11220,XP_003398354.1,2e-123
TRINITY_DN24944_c0_g1_i1|m.2482,XP_012176405.1,3e-10
TRINITY_DN2494_c0_g1_i1|m.11246,XP_012170356.1,1e-87
TRINITY_DN2498_c0_g1_i1|m.11229,XP_012174752.1,7e-179
TRINITY_DN24993_c0_g1_i1|m.2477,XP_012166717.1,8e-14
TRINITY_DN24995_c0_g1_i1|m.2490,XP_012168772.1,1e-120
TRINITY_DN2499_c0_g1_i1|m.11247,XP_012176405.1,1e-13
TRINITY_DN249_c0_g1_i1|m.27896,XP_003402125.1,1e-132
TRINITY_DN25016_c0_g1_i1|m.12377,XP_012168784.1,0.0
TRINITY_DN25030_c0_g1_i1|m.12366,XP_012168913.1,5e-119
TRINITY_DN25030_c0_g1_i1|m.12366,XP_012168913.1,1e-13
TRINITY_DN25030_c0_g1_i1|m.12366,XP_012168913.1,1e-11
TRINITY_DN25033_c0_g1_i1|m.12370,XP_012169873.1,4e-56
TRINITY_DN25042_c0_g1_i1|m.12367,XP_012167809.1,5e-87
TRINITY_DN25047_c0_g1_i1|m.12381,XP_003399127.1,1e-55
TRINITY_DN25047_c0_g1_i1|m.12381,XP_003399127.1,4e-45
TRINITY_DN25047_c0_g1_i1|m.12381,XP_003399127.1,3e-38
TRINITY_DN25047_c0_g1_i1|m.12381,XP_003399127.1,3e-23
TRINITY_DN25055_c0_g1_i1|m.12375,XP_003397384.1,8e-77
TRINITY_DN2505_c0_g1_i1|m.50507,XP_003398892.1,4e-118
TRINITY_DN2505_c0_g2_i1|m.50510,XP_003398892.1,4e-118
TRINITY_DN25060_c0_g1_i1|m.12382,XP_012166887.1,4e-15
TRINITY_DN25067_c0_g1_i1|m.12376,XP_012174517.1,5e-18
TRINITY_DN25076_c0_g1_i1|m.12387,XP_012173775.1,3e-62
TRINITY_DN25078_c0_g1_i1|m.12384,XP_012164319.1,3e-46
TRINITY_DN25079_c0_g1_i1|m.12364,XP_012168817.1,2e-26
TRINITY_DN25091_c0_g1_i1|m.12371,XP_003398459.1,5e-21
TRINITY_DN25094_c0_g1_i1|m.12373,XP_012175904.1,3e-68
TRINITY_DN25099_c0_g1_i1|m.12385,XP_012164593.1,5e-72
TRINITY_DN25118_c0_g1_i1|m.30861,XP_012174380.1,2e-30
TRINITY_DN25118_c0_g1_i1|m.30861,XP_012174380.1,7e-11
TRINITY_DN25118_c0_g1_i1|m.30861,XP_012174380.1,3e-09
TRINITY_DN25119_c0_g1_i1|m.30858,XP_012173021.1,3e-06
TRINITY_DN25121_c0_g1_i1|m.30850,NP_001267840.1,4e-73
TRINITY_DN25125_c0_g1_i1|m.30860,XP_012164504.1,1e-10
TRINITY_DN2512_c0_g1_i1|m.50504,XP_003394823.1,8e-175
TRINITY_DN25134_c0_g1_i1|m.30846,XP_012167386.1,5e-100
TRINITY_DN25147_c0_g1_i1|m.30844,XP_012176473.1,8e-166
TRINITY_DN25147_c0_g1_i1|m.30844,XP_012176473.1,4e-10
TRINITY_DN25152_c0_g1_i1|m.30848,XP_012164137.1,3e-71
TRINITY_DN25168_c0_g1_i1|m.30856,XP_003403008.1,5e-157
TRINITY_DN2517_c0_g1_i1|m.50516,XP_003401787.1,1e-109
TRINITY_DN25184_c0_g1_i1|m.30863,XP_003395463.2,8e-103
TRINITY_DN2518_c0_g1_i1|m.50561,XP_003398955.1,5e-69
TRINITY_DN25193_c0_g1_i1|m.30857,XP_012164780.1,7e-16
TRINITY_DN251_c0_g1_i1|m.27909,XP_012172410.1,2e-66
TRINITY_DN251_c0_g2_i1|m.27910,XP_012172410.1,2e-100
TRINITY_DN25210_c0_g1_i1|m.31122,XP_003398203.1,2e-55
TRINITY_DN25210_c0_g1_i1|m.31122,XP_003398203.1,1e-09
TRINITY_DN25210_c0_g1_i1|m.31122,XP_003398203.1,3e-07
TRINITY_DN25210_c0_g1_i1|m.31122,XP_003398203.1,7e-07
TRINITY_DN25210_c0_g1_i1|m.31122,XP_003398203.1,1e-05
TRINITY_DN25210_c0_g1_i1|m.31122,XP_003398203.1,3e-05
TRINITY_DN25210_c0_g1_i1|m.31122,XP_003398203.1,8e-05
TRINITY_DN25210_c0_g1_i1|m.31122,XP_003398203.1,9e-05
TRINITY_DN25211_c0_g1_i1|m.31131,XP_012176039.1,6e-142
TRINITY_DN25214_c0_g1_i1|m.31138,XP_012171241.1,6e-70
TRINITY_DN25227_c0_g1_i1|m.31130,XP_012169873.1,3e-39
TRINITY_DN2522_c0_g1_i1|m.50545,XP_012169231.1,0.0
TRINITY_DN25237_c0_g1_i1|m.31142,XP_012173651.1,8e-30
TRINITY_DN25239_c0_g1_i1|m.31144,XP_012166274.1,2e-63
TRINITY_DN2523_c0_g1_i1|m.50583,XP_003401831.1,5e-41
TRINITY_DN2523_c0_g1_i1|m.50584,XP_003401831.1,5e-41
TRINITY_DN25244_c0_g1_i1|m.31136,XP_003398783.1,2e-80
TRINITY_DN25256_c0_g1_i1|m.31127,XP_012173613.1,5e-65
TRINITY_DN25260_c0_g1_i1|m.31124,XP_012166513.1,2e-75
TRINITY_DN2527_c0_g1_i1|m.50544,XP_012166857.1,3e-33
TRINITY_DN25283_c0_g1_i1|m.31133,XP_012166010.1,4e-119
TRINITY_DN25283_c0_g1_i1|m.31133,XP_012166010.1,1e-08
TRINITY_DN25295_c0_g1_i1|m.31117,XP_012167721.1,3e-40
TRINITY_DN25312_c0_g1_i1|m.40558,XP_012163356.1,7e-52
TRINITY_DN25312_c0_g1_i1|m.40558,XP_012163356.1,3e-10
TRINITY_DN2531_c0_g1_i1|m.50531,XP_012163314.1,0.0
TRINITY_DN2531_c0_g1_i1|m.50531,XP_012163314.1,2e-47
TRINITY_DN2531_c0_g1_i1|m.50531,XP_012163314.1,6e-47
TRINITY_DN2531_c0_g1_i1|m.50531,XP_012163314.1,8e-45
TRINITY_DN2531_c0_g1_i1|m.50531,XP_012163314.1,6e-38
TRINITY_DN2531_c0_g1_i1|m.50531,XP_012163314.1,1e-32
TRINITY_DN2531_c0_g1_i1|m.50531,XP_012163314.1,3e-28
TRINITY_DN2531_c0_g1_i1|m.50531,XP_012163314.1,9e-26
TRINITY_DN2531_c0_g1_i1|m.50531,XP_012163314.1,2e-25
TRINITY_DN2531_c0_g1_i1|m.50531,XP_012163314.1,6e-25
TRINITY_DN2531_c0_g1_i1|m.50531,XP_012163314.1,2e-24
TRINITY_DN2531_c0_g1_i1|m.50531,XP_012163314.1,2e-23
TRINITY_DN2531_c0_g1_i1|m.50531,XP_012163314.1,7e-23
TRINITY_DN2531_c0_g1_i1|m.50531,XP_012163314.1,6e-22
TRINITY_DN2531_c0_g1_i1|m.50531,XP_012163314.1,7e-22
TRINITY_DN2531_c0_g1_i1|m.50531,XP_012163314.1,1e-18
TRINITY_DN2531_c0_g1_i1|m.50531,XP_012163314.1,4e-15
TRINITY_DN2531_c0_g1_i1|m.50531,XP_012163314.1,5e-10
TRINITY_DN25323_c0_g1_i1|m.40547,XP_003393987.1,1e-100
TRINITY_DN2532_c0_g1_i1|m.50526,XP_012171890.1,0.0
TRINITY_DN2532_c0_g2_i1|m.50528,XP_012171890.1,0.0
TRINITY_DN25335_c0_g1_i1|m.40554,XP_012175673.1,1e-50
TRINITY_DN25340_c0_g1_i1|m.40564,XP_012165132.1,6e-72
TRINITY_DN25346_c0_g1_i1|m.40555,XP_012164594.1,6e-93
TRINITY_DN25346_c0_g1_i1|m.40555,XP_012164594.1,2e-07
TRINITY_DN25351_c0_g1_i1|m.40559,XP_003397281.1,5e-72
TRINITY_DN25359_c0_g1_i1|m.40565,XP_012173074.1,5e-114
TRINITY_DN25359_c0_g1_i1|m.40565,XP_012173074.1,3e-07
TRINITY_DN25359_c0_g1_i1|m.40565,XP_012173074.1,4e-07
TRINITY_DN2535_c0_g1_i1|m.50581,XP_003400506.1,2e-113
TRINITY_DN2535_c0_g1_i1|m.50580,XP_003400506.1,9e-74
TRINITY_DN2535_c0_g2_i1|m.50582,XP_003400506.1,0.0
TRINITY_DN25375_c0_g1_i1|m.40562,XP_003392952.1,1e-87
TRINITY_DN25375_c0_g2_i1|m.40563,XP_003392952.1,5e-86
TRINITY_DN25377_c0_g1_i1|m.40553,XP_003400205.1,2e-23
TRINITY_DN25383_c0_g1_i1|m.40550,XP_012173162.1,1e-57
TRINITY_DN25393_c0_g1_i1|m.40552,XP_003395407.1,4e-22
TRINITY_DN25396_c0_g1_i1|m.40549,XP_012167973.1,4e-75
TRINITY_DN2539_c0_g1_i1|m.50550,XP_012167848.1,4e-46
TRINITY_DN25404_c0_g1_i1|m.14162,XP_012176730.1,1e-10
TRINITY_DN25406_c0_g1_i1|m.14180,XP_003392898.1,7e-51
TRINITY_DN25423_c0_g1_i1|m.14176,XP_003400267.1,4e-65
TRINITY_DN25423_c0_g2_i1|m.14177,XP_003400267.1,4e-65
TRINITY_DN2542_c0_g1_i1|m.50538,XP_012169330.1,2e-153
TRINITY_DN2542_c0_g2_i1|m.50540,XP_012169330.1,8e-76
TRINITY_DN25432_c0_g1_i1|m.14165,XP_003402722.1,2e-136
TRINITY_DN25452_c0_g1_i1|m.14182,XP_012174006.1,2e-57
TRINITY_DN25456_c0_g1_i1|m.14169,XP_012176265.1,8e-38
TRINITY_DN2545_c0_g1_i1|m.50519,XP_012165163.1,4e-103
TRINITY_DN2545_c0_g2_i1|m.50522,XP_012165163.1,4e-103
TRINITY_DN25471_c0_g1_i1|m.14173,XP_012176525.1,2e-43
TRINITY_DN25474_c0_g1_i1|m.14178,XP_003394612.1,5e-66
TRINITY_DN25483_c0_g1_i1|m.14166,XP_012166627.1,0.0
TRINITY_DN25487_c0_g1_i1|m.14171,XP_012170927.1,3e-64
TRINITY_DN2549_c0_g1_i1|m.50497,XP_012169405.1,5e-143
TRINITY_DN25507_c0_g1_i1|m.14811,XP_003401815.2,7e-46
TRINITY_DN2550_c0_g1_i1|m.50590,XP_003397181.1,5e-25
TRINITY_DN25510_c0_g1_i1|m.14823,XP_012163760.1,1e-59
TRINITY_DN25510_c0_g1_i1|m.14823,XP_012163760.1,4e-16
TRINITY_DN2552_c0_g1_i1|m.50551,XP_012175481.1,8e-65
TRINITY_DN25540_c0_g1_i1|m.14824,XP_012167728.1,1e-93
TRINITY_DN25540_c0_g1_i1|m.14824,XP_012167728.1,4e-15
TRINITY_DN25540_c0_g1_i1|m.14824,XP_012167728.1,1e-14
TRINITY_DN25540_c0_g1_i1|m.14824,XP_012167728.1,4e-11
TRINITY_DN25558_c0_g1_i1|m.14829,XP_012172279.1,3e-27
TRINITY_DN25560_c0_g1_i1|m.14826,XP_012166569.1,9e-120
TRINITY_DN2556_c0_g1_i1|m.50559,XP_003395195.1,0.0
TRINITY_DN2557_c0_g1_i1|m.50541,XP_003400107.2,8e-92
TRINITY_DN2557_c0_g1_i1|m.50541,XP_003400107.2,7e-54
TRINITY_DN25588_c0_g1_i1|m.14827,XP_012175829.1,7e-40
TRINITY_DN2558_c0_g1_i1|m.50548,XP_003397951.1,1e-36
TRINITY_DN2558_c1_g1_i1|m.50549,XP_003397951.1,2e-24
TRINITY_DN25593_c0_g1_i1|m.14813,XP_003401725.1,4e-31
TRINITY_DN25598_c0_g1_i1|m.14828,XP_003397873.1,3e-12
TRINITY_DN2561_c0_g1_i1|m.50587,XP_012164570.1,1e-121
TRINITY_DN2561_c0_g2_i1|m.50588,XP_012164570.1,1e-121
TRINITY_DN2561_c0_g3_i1|m.50589,XP_012164570.1,1e-121
TRINITY_DN25634_c0_g1_i1|m.30886,XP_003398876.1,9e-62
TRINITY_DN25635_c0_g1_i1|m.30882,XP_003400434.1,1e-111
TRINITY_DN25651_c0_g1_i1|m.30891,XP_012169958.1,5e-44
TRINITY_DN25658_c0_g1_i1|m.30894,XP_003395318.1,5e-63
TRINITY_DN25659_c0_g1_i1|m.30885,XP_003399665.1,1e-13
TRINITY_DN25659_c0_g1_i1|m.30885,XP_003399665.1,3e-12
TRINITY_DN25659_c0_g1_i1|m.30885,XP_003399665.1,3e-11
TRINITY_DN25659_c0_g1_i1|m.30885,XP_003399665.1,4e-10
TRINITY_DN25659_c0_g1_i1|m.30885,XP_003399665.1,1e-08
TRINITY_DN25659_c0_g1_i1|m.30885,XP_003399665.1,2e-08
TRINITY_DN25659_c0_g1_i1|m.30885,XP_003399665.1,4e-08
TRINITY_DN25659_c0_g1_i1|m.30885,XP_003399665.1,2e-07
TRINITY_DN25659_c0_g1_i1|m.30885,XP_003399665.1,1e-06
TRINITY_DN25659_c0_g1_i1|m.30885,XP_003399665.1,3e-06
TRINITY_DN25659_c0_g1_i1|m.30885,XP_003399665.1,5e-06
TRINITY_DN25659_c0_g1_i1|m.30885,XP_003399665.1,6e-06
